L_u, W_u, ft_u, cgs_u, cgg_u, cgd_u, cgb_u, cdb_u, css_u, cdd_u, cds_u, id_u, L, W, VGS, VDS, VSB, type, ids, vth, vdsat, gm, gmb, gds, cgg, cgs, cgd, cgb, cdb, cdd, cds, css, va, ro, rds, kcgs, kcgd, kcdb, kcds, kgm, ic, n, T
1.000000e-13, 1.000000e-13, 7.716731e+10, 1.098771e-16, 1.405788e-16, 2.026257e-17, 1.043911e-17, 2.162344e-19, 1.461817e-16, 2.061959e-17, 1.207249e-18, 7.000682e-06, 1.000000e-13, 1.000000e-13, 4.463071e-03, 4.463071e-03, 0.000000e+00, 0.000000e+00, 1.099089e-11, 3.562196e-01, 6.467421e-02, 3.618873e-10, 3.293499e-11, 2.365800e-09, 5.886593e-17, 1.336909e-17, 2.606395e-17, 1.943289e-17, 9.121742e-20, 2.684271e-17, 6.568932e-18, 2.326153e-17, 4.649560e-03, 4.226900e+08, 4.226900e+08, 1.216380e-06, 2.371415e-06, 8.299368e-09, 5.976708e-07, 3.292612e+01, 1.569974e-06, 1.370000e+00, 2.700000e+01,
1.000000e-13, 1.000000e-13, 7.716731e+10, 1.098771e-16, 1.405788e-16, 2.026257e-17, 1.043911e-17, 2.162344e-19, 1.461817e-16, 2.061959e-17, 1.207249e-18, 7.000682e-06, 1.000000e-13, 1.000000e-13, 4.826384e-03, 4.826384e-03, 0.000000e+00, 0.000000e+00, 1.199015e-11, 3.562188e-01, 6.467427e-02, 3.947751e-10, 3.592295e-11, 2.378452e-09, 5.884693e-17, 1.354943e-17, 2.586975e-17, 1.942775e-17, 8.975549e-20, 2.662642e-17, 6.369519e-18, 2.320368e-17, 5.045266e-03, 4.204415e+08, 4.204415e+08, 1.130047e-06, 2.157584e-06, 7.485771e-09, 5.312295e-07, 3.292496e+01, 1.712711e-06, 1.370000e+00, 2.700000e+01,
1.000000e-13, 1.000000e-13, 7.716731e+10, 1.098771e-16, 1.405788e-16, 2.026257e-17, 1.043911e-17, 2.162344e-19, 1.461817e-16, 2.061959e-17, 1.207249e-18, 7.000682e-06, 1.000000e-13, 1.000000e-13, 5.183797e-03, 5.183797e-03, 0.000000e+00, 0.000000e+00, 1.298942e-11, 3.562180e-01, 6.467433e-02, 4.276612e-10, 3.891000e-11, 2.390891e-09, 5.882862e-17, 1.372003e-17, 2.568592e-17, 1.942267e-17, 8.835420e-20, 2.642169e-17, 6.180954e-18, 2.314937e-17, 5.437270e-03, 4.182540e+08, 4.182540e+08, 1.056247e-06, 1.977450e-06, 6.802013e-09, 4.758453e-07, 3.292381e+01, 1.855451e-06, 1.370000e+00, 2.700000e+01,
1.000000e-13, 1.000000e-13, 7.716731e+10, 1.098771e-16, 1.405788e-16, 2.026257e-17, 1.043911e-17, 2.162344e-19, 1.461817e-16, 2.061959e-17, 1.207249e-18, 7.000682e-06, 1.000000e-13, 1.000000e-13, 5.535526e-03, 5.535526e-03, 0.000000e+00, 0.000000e+00, 1.398871e-11, 3.562173e-01, 6.467439e-02, 4.605456e-10, 4.189617e-11, 2.403124e-09, 5.881097e-17, 1.388164e-17, 2.551169e-17, 1.941763e-17, 8.700992e-20, 2.622765e-17, 6.002416e-18, 2.309830e-17, 5.825718e-03, 4.161251e+08, 4.161251e+08, 9.923463e-07, 1.823735e-06, 6.220012e-09, 4.290901e-07, 3.292267e+01, 1.998192e-06, 1.370000e+00, 2.700000e+01,
1.000000e-13, 1.000000e-13, 7.716731e+10, 1.098771e-16, 1.405788e-16, 2.026257e-17, 1.043911e-17, 2.162344e-19, 1.461817e-16, 2.061959e-17, 1.207249e-18, 7.000682e-06, 1.000000e-13, 1.000000e-13, 5.881774e-03, 5.881774e-03, 0.000000e+00, 0.000000e+00, 1.498801e-11, 3.562165e-01, 6.467445e-02, 4.934283e-10, 4.488148e-11, 2.415155e-09, 5.879392e-17, 1.403491e-17, 2.534637e-17, 1.941264e-17, 8.571927e-20, 2.604353e-17, 5.833164e-18, 2.305025e-17, 6.210750e-03, 4.140521e+08, 4.140521e+08, 9.364098e-07, 1.691110e-06, 5.719191e-09, 3.891888e-07, 3.292155e+01, 2.140935e-06, 1.370000e+00, 2.700000e+01,
1.000000e-13, 1.000000e-13, 7.716731e+10, 1.098771e-16, 1.405788e-16, 2.026257e-17, 1.043911e-17, 2.162344e-19, 1.461817e-16, 2.061959e-17, 1.207249e-18, 7.000682e-06, 1.000000e-13, 1.000000e-13, 6.222732e-03, 6.222732e-03, 0.000000e+00, 0.000000e+00, 1.598732e-11, 3.562157e-01, 6.467451e-02, 5.263096e-10, 4.786596e-11, 2.426992e-09, 5.877746e-17, 1.418046e-17, 2.518930e-17, 1.940770e-17, 8.447913e-20, 2.586860e-17, 5.672526e-18, 2.300499e-17, 6.592494e-03, 4.120327e+08, 4.120327e+08, 8.869817e-07, 1.575580e-06, 5.284133e-09, 3.548140e-07, 3.292043e+01, 2.283681e-06, 1.370000e+00, 2.700000e+01,
1.000000e-13, 1.000000e-13, 7.716731e+10, 1.098771e-16, 1.405788e-16, 2.026257e-17, 1.043911e-17, 2.162344e-19, 1.461817e-16, 2.061959e-17, 1.207249e-18, 7.000682e-06, 1.000000e-13, 1.000000e-13, 6.558583e-03, 6.558583e-03, 0.000000e+00, 0.000000e+00, 1.698665e-11, 3.562150e-01, 6.467457e-02, 5.591893e-10, 5.084963e-11, 2.438639e-09, 5.876155e-17, 1.431883e-17, 2.503992e-17, 1.940281e-17, 8.328662e-20, 2.570223e-17, 5.519891e-18, 2.296231e-17, 6.971077e-03, 4.100647e+08, 4.100647e+08, 8.429459e-07, 1.474094e-06, 4.903063e-09, 3.249546e-07, 3.291933e+01, 2.426428e-06, 1.370000e+00, 2.700000e+01,
1.000000e-13, 1.000000e-13, 7.716731e+10, 1.098771e-16, 1.405788e-16, 2.026257e-17, 1.043911e-17, 2.162344e-19, 1.461817e-16, 2.061959e-17, 1.207249e-18, 7.000682e-06, 1.000000e-13, 1.000000e-13, 6.889497e-03, 6.889497e-03, 0.000000e+00, 0.000000e+00, 1.798600e-11, 3.562142e-01, 6.467463e-02, 5.920676e-10, 5.383252e-11, 2.450103e-09, 5.874617e-17, 1.445051e-17, 2.489769e-17, 1.939796e-17, 8.213907e-20, 2.554383e-17, 5.374701e-18, 2.292205e-17, 7.346614e-03, 4.081461e+08, 4.081461e+08, 8.034312e-07, 1.384281e-06, 4.566834e-09, 2.988269e-07, 3.291824e+01, 2.569179e-06, 1.370000e+00, 2.700000e+01,
1.000000e-13, 1.000000e-13, 7.716731e+10, 1.098771e-16, 1.405788e-16, 2.026257e-17, 1.043911e-17, 2.162344e-19, 1.461817e-16, 2.061959e-17, 1.207249e-18, 7.000682e-06, 1.000000e-13, 1.000000e-13, 7.215639e-03, 7.215639e-03, 0.000000e+00, 0.000000e+00, 1.898537e-11, 3.562135e-01, 6.467469e-02, 6.249445e-10, 5.681465e-11, 2.461388e-09, 5.873127e-17, 1.457598e-17, 2.476213e-17, 1.939317e-17, 8.103400e-20, 2.539286e-17, 5.236450e-18, 2.288402e-17, 7.719218e-03, 4.062748e+08, 4.062748e+08, 7.677478e-07, 1.304274e-06, 4.268234e-09, 2.758150e-07, 3.291716e+01, 2.711932e-06, 1.370000e+00, 2.700000e+01,
1.000000e-13, 1.000000e-13, 7.716731e+10, 1.098771e-16, 1.405788e-16, 2.026257e-17, 1.043911e-17, 2.162344e-19, 1.461817e-16, 2.061959e-17, 1.207249e-18, 7.000682e-06, 1.000000e-13, 1.000000e-13, 7.537164e-03, 7.537164e-03, 0.000000e+00, 0.000000e+00, 1.998476e-11, 3.562128e-01, 6.467475e-02, 6.578203e-10, 5.979604e-11, 2.472499e-09, 5.871685e-17, 1.469563e-17, 2.463280e-17, 1.938841e-17, 7.996909e-20, 2.524883e-17, 5.104672e-18, 2.284808e-17, 8.088995e-03, 4.044490e+08, 4.044490e+08, 7.353418e-07, 1.232579e-06, 4.001504e-09, 2.554282e-07, 3.291610e+01, 2.854688e-06, 1.370000e+00, 2.700000e+01,
1.000000e-13, 1.000000e-13, 7.716731e+10, 1.098771e-16, 1.405788e-16, 2.026257e-17, 1.043911e-17, 2.162344e-19, 1.461817e-16, 2.061959e-17, 1.207249e-18, 7.000682e-06, 1.000000e-13, 1.000000e-13, 7.854218e-03, 7.854218e-03, 0.000000e+00, 0.000000e+00, 2.098418e-11, 3.562121e-01, 6.467481e-02, 6.906949e-10, 6.277672e-11, 2.483441e-09, 5.870287e-17, 1.480986e-17, 2.450930e-17, 1.938371e-17, 7.894220e-20, 2.511129e-17, 4.978942e-18, 2.281408e-17, 8.456045e-03, 4.026670e+08, 4.026670e+08, 7.057630e-07, 1.167990e-06, 3.761987e-09, 2.372713e-07, 3.291504e+01, 2.997448e-06, 1.370000e+00, 2.700000e+01,
1.000000e-13, 1.000000e-13, 7.716731e+10, 1.098771e-16, 1.405788e-16, 2.026257e-17, 1.043911e-17, 2.162344e-19, 1.461817e-16, 2.061959e-17, 1.207249e-18, 7.000682e-06, 1.000000e-13, 1.000000e-13, 8.166943e-03, 8.166943e-03, 0.000000e+00, 0.000000e+00, 2.198362e-11, 3.562114e-01, 6.467487e-02, 7.235687e-10, 6.575672e-11, 2.494219e-09, 5.868931e-17, 1.491901e-17, 2.439126e-17, 1.937904e-17, 7.795133e-20, 2.497982e-17, 4.858871e-18, 2.278191e-17, 8.820467e-03, 4.009271e+08, 4.009271e+08, 6.786419e-07, 1.109520e-06, 3.545882e-09, 2.210223e-07, 3.291399e+01, 3.140212e-06, 1.370000e+00, 2.700000e+01,
1.000000e-13, 1.000000e-13, 7.716731e+10, 1.098771e-16, 1.405788e-16, 2.026257e-17, 1.043911e-17, 2.162344e-19, 1.461817e-16, 2.061959e-17, 1.207249e-18, 7.000682e-06, 1.000000e-13, 1.000000e-13, 8.475472e-03, 8.475472e-03, 0.000000e+00, 0.000000e+00, 2.298310e-11, 3.562107e-01, 6.467492e-02, 7.564417e-10, 6.873607e-11, 2.504836e-09, 5.867616e-17, 1.502340e-17, 2.427833e-17, 1.937443e-17, 7.699463e-20, 2.485406e-17, 4.744100e-18, 2.275143e-17, 9.182351e-03, 3.992278e+08, 3.992278e+08, 6.536716e-07, 1.056356e-06, 3.350054e-09, 2.064169e-07, 3.291295e+01, 3.282980e-06, 1.370000e+00, 2.700000e+01,
1.000000e-13, 1.000000e-13, 7.716731e+10, 1.098771e-16, 1.405788e-16, 2.026257e-17, 1.043911e-17, 2.162344e-19, 1.461817e-16, 2.061959e-17, 1.207249e-18, 7.000682e-06, 1.000000e-13, 1.000000e-13, 8.779934e-03, 8.779934e-03, 0.000000e+00, 0.000000e+00, 2.398262e-11, 3.562101e-01, 6.467498e-02, 7.893141e-10, 7.171481e-11, 2.515296e-09, 5.866339e-17, 1.512333e-17, 2.417020e-17, 1.936985e-17, 7.607034e-20, 2.473363e-17, 4.634300e-18, 2.272255e-17, 9.541785e-03, 3.975675e+08, 3.975675e+08, 6.305956e-07, 1.007821e-06, 3.171894e-09, 1.932358e-07, 3.291192e+01, 3.425755e-06, 1.370000e+00, 2.700000e+01,
1.000000e-13, 1.000000e-13, 7.716731e+10, 1.098771e-16, 1.405788e-16, 2.026257e-17, 1.043911e-17, 2.162344e-19, 1.461817e-16, 2.061959e-17, 1.207249e-18, 7.000682e-06, 1.000000e-13, 1.000000e-13, 9.080450e-03, 9.080450e-03, 0.000000e+00, 0.000000e+00, 2.498218e-11, 3.562094e-01, 6.467504e-02, 8.221862e-10, 7.469295e-11, 2.525604e-09, 5.865098e-17, 1.521908e-17, 2.406658e-17, 1.936532e-17, 7.517684e-20, 2.461823e-17, 4.529167e-18, 2.269517e-17, 9.898856e-03, 3.959449e+08, 3.959449e+08, 6.091974e-07, 9.633497e-07, 3.009218e-09, 1.812959e-07, 3.291090e+01, 3.568536e-06, 1.370000e+00, 2.700000e+01,
1.000000e-13, 1.000000e-13, 7.716731e+10, 1.098771e-16, 1.405788e-16, 2.026257e-17, 1.043911e-17, 2.162344e-19, 1.461817e-16, 2.061959e-17, 1.207249e-18, 7.000682e-06, 1.000000e-13, 1.000000e-13, 9.377137e-03, 9.377137e-03, 0.000000e+00, 0.000000e+00, 2.598180e-11, 3.562087e-01, 6.467510e-02, 8.550583e-10, 7.767055e-11, 2.535763e-09, 5.863893e-17, 1.531089e-17, 2.396720e-17, 1.936083e-17, 7.431262e-20, 2.450756e-17, 4.428421e-18, 2.266918e-17, 1.025364e-02, 3.943586e+08, 3.943586e+08, 5.892929e-07, 9.224611e-07, 2.860179e-09, 1.704432e-07, 3.290989e+01, 3.711325e-06, 1.370000e+00, 2.700000e+01,
1.000000e-13, 1.000000e-13, 7.716731e+10, 1.098771e-16, 1.405788e-16, 2.026257e-17, 1.043911e-17, 2.162344e-19, 1.461817e-16, 2.061959e-17, 1.207249e-18, 7.000682e-06, 1.000000e-13, 1.000000e-13, 9.670106e-03, 9.670106e-03, 0.000000e+00, 0.000000e+00, 2.698148e-11, 3.562081e-01, 6.467516e-02, 8.879307e-10, 8.064763e-11, 2.545778e-09, 5.862721e-17, 1.539900e-17, 2.387182e-17, 1.935639e-17, 7.347624e-20, 2.440134e-17, 4.331802e-18, 2.264452e-17, 1.060622e-02, 3.928073e+08, 3.928073e+08, 5.707247e-07, 8.847483e-07, 2.723210e-09, 1.605472e-07, 3.290889e+01, 3.854123e-06, 1.370000e+00, 2.700000e+01,
1.000000e-13, 1.000000e-13, 7.716731e+10, 1.098771e-16, 1.405788e-16, 2.026257e-17, 1.043911e-17, 2.162344e-19, 1.461817e-16, 2.061959e-17, 1.207249e-18, 7.000682e-06, 1.000000e-13, 1.000000e-13, 9.959467e-03, 9.959467e-03, 0.000000e+00, 0.000000e+00, 2.798124e-11, 3.562074e-01, 6.467521e-02, 9.208036e-10, 8.362425e-11, 2.555650e-09, 5.861581e-17, 1.548362e-17, 2.378021e-17, 1.935198e-17, 7.266637e-20, 2.429931e-17, 4.239072e-18, 2.262109e-17, 1.095667e-02, 3.912898e+08, 3.912898e+08, 5.533572e-07, 8.498626e-07, 2.596968e-09, 1.514969e-07, 3.290789e+01, 3.996931e-06, 1.370000e+00, 2.700000e+01,
1.000000e-13, 1.000000e-13, 7.716731e+10, 1.098771e-16, 1.405788e-16, 2.026257e-17, 1.043911e-17, 2.162344e-19, 1.461817e-16, 2.061959e-17, 1.207249e-18, 7.000682e-06, 1.000000e-13, 1.000000e-13, 1.024532e-02, 1.024532e-02, 0.000000e+00, 0.000000e+00, 2.898107e-11, 3.562068e-01, 6.467527e-02, 9.536775e-10, 8.660044e-11, 2.565385e-09, 5.860471e-17, 1.556495e-17, 2.369215e-17, 1.934762e-17, 7.188177e-20, 2.420123e-17, 4.150008e-18, 2.259883e-17, 1.130506e-02, 3.898050e+08, 3.898050e+08, 5.370729e-07, 8.175040e-07, 2.480300e-09, 1.431972e-07, 3.290691e+01, 4.139750e-06, 1.370000e+00, 2.700000e+01,
1.000000e-13, 1.000000e-13, 7.716731e+10, 1.098771e-16, 1.405788e-16, 2.026257e-17, 1.043911e-17, 2.162344e-19, 1.461817e-16, 2.061959e-17, 1.207249e-18, 7.000682e-06, 1.000000e-13, 1.000000e-13, 1.052777e-02, 1.052777e-02, 0.000000e+00, 0.000000e+00, 2.998101e-11, 3.562062e-01, 6.467533e-02, 9.865529e-10, 8.957625e-11, 2.574985e-09, 5.859391e-17, 1.564318e-17, 2.360744e-17, 1.934329e-17, 7.112124e-20, 2.410690e-17, 4.064404e-18, 2.257768e-17, 1.165147e-02, 3.883518e+08, 3.883518e+08, 5.217696e-07, 7.874132e-07, 2.372210e-09, 1.355660e-07, 3.290593e+01, 4.282584e-06, 1.370000e+00, 2.700000e+01,
1.000000e-13, 1.000000e-13, 7.716731e+10, 1.098771e-16, 1.405788e-16, 2.026257e-17, 1.043911e-17, 2.162344e-19, 1.461817e-16, 2.061959e-17, 1.207249e-18, 7.000682e-06, 1.000000e-13, 1.000000e-13, 1.080690e-02, 1.080690e-02, 0.000000e+00, 0.000000e+00, 3.098105e-11, 3.562056e-01, 6.467539e-02, 1.019430e-09, 9.255174e-11, 2.584452e-09, 5.858338e-17, 1.571847e-17, 2.352591e-17, 1.933900e-17, 7.038369e-20, 2.401610e-17, 3.982068e-18, 2.255756e-17, 1.199595e-02, 3.869292e+08, 3.869292e+08, 5.073576e-07, 7.593645e-07, 2.271831e-09, 1.285324e-07, 3.290496e+01, 4.425433e-06, 1.370000e+00, 2.700000e+01,
1.000000e-13, 1.000000e-13, 7.716731e+10, 1.098771e-16, 1.405788e-16, 2.026257e-17, 1.043911e-17, 2.162344e-19, 1.461817e-16, 2.061959e-17, 1.207249e-18, 7.000682e-06, 1.000000e-13, 1.000000e-13, 1.108281e-02, 1.108281e-02, 0.000000e+00, 0.000000e+00, 3.198121e-11, 3.562049e-01, 6.467544e-02, 1.052310e-09, 9.552697e-11, 2.593791e-09, 5.857313e-17, 1.579099e-17, 2.344738e-17, 1.933476e-17, 6.966807e-20, 2.392864e-17, 3.902824e-18, 2.253841e-17, 1.233857e-02, 3.855360e+08, 3.855360e+08, 4.937584e-07, 7.331610e-07, 2.178406e-09, 1.220349e-07, 3.290400e+01, 4.568300e-06, 1.370000e+00, 2.700000e+01,
1.000000e-13, 1.000000e-13, 7.716731e+10, 1.098771e-16, 1.405788e-16, 2.026257e-17, 1.043911e-17, 2.162344e-19, 1.461817e-16, 2.061959e-17, 1.207249e-18, 7.000682e-06, 1.000000e-13, 1.000000e-13, 1.135559e-02, 1.135559e-02, 0.000000e+00, 0.000000e+00, 3.298152e-11, 3.562043e-01, 6.467550e-02, 1.085192e-09, 9.850199e-11, 2.603005e-09, 5.856312e-17, 1.586089e-17, 2.337169e-17, 1.933054e-17, 6.897341e-20, 2.384436e-17, 3.826504e-18, 2.252020e-17, 1.267940e-02, 3.841714e+08, 3.841714e+08, 4.809023e-07, 7.086299e-07, 2.091274e-09, 1.160196e-07, 3.290304e+01, 4.711187e-06, 1.370000e+00, 2.700000e+01,
1.000000e-13, 1.000000e-13, 7.716731e+10, 1.098771e-16, 1.405788e-16, 2.026257e-17, 1.043911e-17, 2.162344e-19, 1.461817e-16, 2.061959e-17, 1.207249e-18, 7.000682e-06, 1.000000e-13, 1.000000e-13, 1.162531e-02, 1.162531e-02, 0.000000e+00, 0.000000e+00, 3.398199e-11, 3.562037e-01, 6.467556e-02, 1.118079e-09, 1.014769e-10, 2.612095e-09, 5.855337e-17, 1.592830e-17, 2.329870e-17, 1.932637e-17, 6.829877e-20, 2.376307e-17, 3.752954e-18, 2.250286e-17, 1.301850e-02, 3.828345e+08, 3.828345e+08, 4.687277e-07, 6.856192e-07, 2.009852e-09, 1.104395e-07, 3.290209e+01, 4.854097e-06, 1.370000e+00, 2.700000e+01,
1.000000e-13, 1.000000e-13, 7.716731e+10, 1.098771e-16, 1.405788e-16, 2.026257e-17, 1.043911e-17, 2.162344e-19, 1.461817e-16, 2.061959e-17, 1.207249e-18, 7.000682e-06, 1.000000e-13, 1.000000e-13, 1.189208e-02, 1.189208e-02, 0.000000e+00, 0.000000e+00, 3.498263e-11, 3.562031e-01, 6.467561e-02, 1.150969e-09, 1.044517e-10, 2.621065e-09, 5.854385e-17, 1.599335e-17, 2.322826e-17, 1.932223e-17, 6.764330e-20, 2.368463e-17, 3.682031e-18, 2.248635e-17, 1.335593e-02, 3.815243e+08, 3.815243e+08, 4.571798e-07, 6.639942e-07, 1.933625e-09, 1.052531e-07, 3.290115e+01, 4.997032e-06, 1.370000e+00, 2.700000e+01,
