L_u, W_u, ft_u, cgs_u, cgg_u, cgd_u, cgb_u, cdb_u, css_u, cdd_u, cds_u, id_u, L, W, VGS, VDS, VSB, type, ids, vth, vdsat, gm, gmb, gds, cgg, cgs, cgd, cgb, cdb, cdd, cds, css, va, ro, rds, kcgs, kcgd, kcdb, kcds, kgm, ic, n, T
1.000000e-13, 1.000000e-13, 7.716731e+10, 1.098771e-16, 1.405788e-16, 2.026257e-17, 1.043911e-17, 2.162344e-19, 1.461817e-16, 2.061959e-17, 1.207249e-18, 7.000682e-06, 2.000000e-13, 2.000000e-13, 9.190553e-02, 9.190553e-02, 0.000000e+00, 0.000000e+00, 3.398595e-10, 3.938880e-01, 5.507662e-02, 1.097707e-08, 1.064836e-09, 5.107144e-10, 1.586744e-16, 4.299328e-17, 3.919323e-17, 7.648791e-17, 6.290667e-20, 3.947787e-17, 3.564476e-19, 5.466358e-17, 6.658387e-01, 1.958041e+09, 1.958041e+09, 1.265031e-07, 1.153219e-07, 1.850961e-10, 1.048809e-09, 3.229884e+01, 4.854663e-05, 1.370000e+00, 2.700000e+01,
1.000000e-13, 1.000000e-13, 7.716731e+10, 1.098771e-16, 1.405788e-16, 2.026257e-17, 1.043911e-17, 2.162344e-19, 1.461817e-16, 2.061959e-17, 1.207249e-18, 7.000682e-06, 2.000000e-13, 2.000000e-13, 9.276305e-02, 9.276305e-02, 0.000000e+00, 0.000000e+00, 3.498488e-10, 3.938880e-01, 5.507713e-02, 1.129825e-08, 1.095487e-09, 5.137451e-10, 1.587296e-16, 4.312341e-17, 3.918349e-17, 7.642266e-17, 6.286930e-20, 3.946468e-17, 3.434185e-19, 5.487803e-17, 6.813587e-01, 1.946491e+09, 1.946491e+09, 1.232630e-07, 1.120012e-07, 1.797042e-10, 9.816198e-10, 3.229467e+01, 4.997354e-05, 1.370000e+00, 2.700000e+01,
1.000000e-13, 1.000000e-13, 7.716731e+10, 1.098771e-16, 1.405788e-16, 2.026257e-17, 1.043911e-17, 2.162344e-19, 1.461817e-16, 2.061959e-17, 1.207249e-18, 7.000682e-06, 2.000000e-13, 2.000000e-13, 9.359745e-02, 9.359745e-02, 0.000000e+00, 0.000000e+00, 3.598395e-10, 3.938879e-01, 5.507764e-02, 1.161942e-08, 1.126121e-09, 5.169017e-10, 1.587862e-16, 4.325294e-17, 3.917426e-17, 7.635903e-17, 6.284319e-20, 3.945221e-17, 3.309832e-19, 5.509060e-17, 6.965293e-01, 1.934604e+09, 1.934604e+09, 1.202006e-07, 1.088659e-07, 1.746423e-10, 9.198078e-10, 3.229056e+01, 5.140064e-05, 1.370000e+00, 2.700000e+01,
1.000000e-13, 1.000000e-13, 7.716731e+10, 1.098771e-16, 1.405788e-16, 2.026257e-17, 1.043911e-17, 2.162344e-19, 1.461817e-16, 2.061959e-17, 1.207249e-18, 7.000682e-06, 2.000000e-13, 2.000000e-13, 9.440994e-02, 9.440994e-02, 0.000000e+00, 0.000000e+00, 3.698313e-10, 3.938879e-01, 5.507815e-02, 1.194056e-08, 1.156739e-09, 5.201740e-10, 1.588443e-16, 4.338188e-17, 3.916551e-17, 7.629693e-17, 6.282738e-20, 3.944039e-17, 3.190952e-19, 5.530135e-17, 7.113597e-01, 1.922434e+09, 1.922434e+09, 1.173018e-07, 1.059010e-07, 1.698812e-10, 8.628129e-10, 3.228651e+01, 5.282790e-05, 1.370000e+00, 2.700000e+01,
1.000000e-13, 1.000000e-13, 7.716731e+10, 1.098771e-16, 1.405788e-16, 2.026257e-17, 1.043911e-17, 2.162344e-19, 1.461817e-16, 2.061959e-17, 1.207249e-18, 7.000682e-06, 2.000000e-13, 2.000000e-13, 9.520162e-02, 9.520162e-02, 0.000000e+00, 0.000000e+00, 3.798241e-10, 3.938879e-01, 5.507866e-02, 1.226168e-08, 1.187341e-09, 5.235524e-10, 1.589038e-16, 4.351027e-17, 3.915721e-17, 7.623630e-17, 6.282102e-20, 3.942917e-17, 3.077132e-19, 5.551035e-17, 7.258592e-01, 1.910028e+09, 1.910028e+09, 1.145537e-07, 1.030930e-07, 1.653950e-10, 8.101467e-10, 3.228251e+01, 5.425530e-05, 1.370000e+00, 2.700000e+01,
1.000000e-13, 1.000000e-13, 7.716731e+10, 1.098771e-16, 1.405788e-16, 2.026257e-17, 1.043911e-17, 2.162344e-19, 1.461817e-16, 2.061959e-17, 1.207249e-18, 7.000682e-06, 2.000000e-13, 2.000000e-13, 9.597351e-02, 9.597351e-02, 0.000000e+00, 0.000000e+00, 3.898177e-10, 3.938878e-01, 5.507917e-02, 1.258276e-08, 1.217926e-09, 5.270285e-10, 1.589645e-16, 4.363813e-17, 3.914931e-17, 7.617704e-17, 6.282334e-20, 3.941851e-17, 2.967999e-19, 5.571765e-17, 7.400371e-01, 1.897431e+09, 1.897431e+09, 1.119450e-07, 1.004298e-07, 1.611608e-10, 7.613812e-10, 3.227857e+01, 5.568282e-05, 1.370000e+00, 2.700000e+01,
1.000000e-13, 1.000000e-13, 7.716731e+10, 1.098771e-16, 1.405788e-16, 2.026257e-17, 1.043911e-17, 2.162344e-19, 1.461817e-16, 2.061959e-17, 1.207249e-18, 7.000682e-06, 2.000000e-13, 2.000000e-13, 9.672658e-02, 9.672658e-02, 0.000000e+00, 0.000000e+00, 3.998120e-10, 3.938878e-01, 5.507969e-02, 1.290380e-08, 1.248495e-09, 5.305945e-10, 1.590264e-16, 4.376547e-17, 3.914179e-17, 7.611910e-17, 6.283365e-20, 3.940837e-17, 2.863215e-19, 5.592330e-17, 7.539026e-01, 1.884678e+09, 1.884678e+09, 1.094651e-07, 9.790048e-08, 1.571580e-10, 7.161404e-10, 3.227467e+01, 5.711044e-05, 1.370000e+00, 2.700000e+01,
1.000000e-13, 1.000000e-13, 7.716731e+10, 1.098771e-16, 1.405788e-16, 2.026257e-17, 1.043911e-17, 2.162344e-19, 1.461817e-16, 2.061959e-17, 1.207249e-18, 7.000682e-06, 2.000000e-13, 2.000000e-13, 9.746172e-02, 9.746172e-02, 0.000000e+00, 0.000000e+00, 4.098069e-10, 3.938877e-01, 5.508020e-02, 1.322481e-08, 1.279047e-09, 5.342434e-10, 1.590893e-16, 4.389232e-17, 3.913462e-17, 7.606240e-17, 6.285131e-20, 3.939870e-17, 2.762478e-19, 5.612736e-17, 7.674650e-01, 1.871806e+09, 1.871806e+09, 1.071049e-07, 9.549526e-08, 1.533681e-10, 6.740925e-10, 3.227082e+01, 5.853815e-05, 1.370000e+00, 2.700000e+01,
1.000000e-13, 1.000000e-13, 7.716731e+10, 1.098771e-16, 1.405788e-16, 2.026257e-17, 1.043911e-17, 2.162344e-19, 1.461817e-16, 2.061959e-17, 1.207249e-18, 7.000682e-06, 2.000000e-13, 2.000000e-13, 9.817974e-02, 9.817974e-02, 0.000000e+00, 0.000000e+00, 4.198024e-10, 3.938877e-01, 5.508071e-02, 1.354577e-08, 1.309583e-09, 5.379689e-10, 1.591534e-16, 4.401869e-17, 3.912778e-17, 7.600690e-17, 6.287577e-20, 3.938949e-17, 2.665511e-19, 5.632986e-17, 7.807332e-01, 1.858844e+09, 1.858844e+09, 1.048558e-07, 9.320523e-08, 1.497747e-10, 6.349442e-10, 3.226702e+01, 5.996593e-05, 1.370000e+00, 2.700000e+01,
1.000000e-13, 1.000000e-13, 7.716731e+10, 1.098771e-16, 1.405788e-16, 2.026257e-17, 1.043911e-17, 2.162344e-19, 1.461817e-16, 2.061959e-17, 1.207249e-18, 7.000682e-06, 2.000000e-13, 2.000000e-13, 9.888143e-02, 9.888143e-02, 0.000000e+00, 0.000000e+00, 4.297983e-10, 3.938877e-01, 5.508122e-02, 1.386670e-08, 1.340103e-09, 5.417651e-10, 1.592184e-16, 4.414461e-17, 3.912124e-17, 7.595254e-17, 6.290649e-20, 3.938069e-17, 2.572064e-19, 5.653086e-17, 7.937160e-01, 1.845818e+09, 1.845818e+09, 1.027101e-07, 9.102233e-08, 1.463628e-10, 5.984351e-10, 3.226327e+01, 6.139377e-05, 1.370000e+00, 2.700000e+01,
1.000000e-13, 1.000000e-13, 7.716731e+10, 1.098771e-16, 1.405788e-16, 2.026257e-17, 1.043911e-17, 2.162344e-19, 1.461817e-16, 2.061959e-17, 1.207249e-18, 7.000682e-06, 2.000000e-13, 2.000000e-13, 9.956751e-02, 9.956751e-02, 0.000000e+00, 0.000000e+00, 4.397945e-10, 3.938876e-01, 5.508173e-02, 1.418758e-08, 1.370608e-09, 5.456268e-10, 1.592843e-16, 4.427007e-17, 3.911498e-17, 7.589925e-17, 6.294303e-20, 3.937227e-17, 2.481909e-19, 5.673040e-17, 8.064219e-01, 1.832755e+09, 1.832755e+09, 1.006608e-07, 8.893922e-08, 1.431192e-10, 5.643337e-10, 3.225956e+01, 6.282167e-05, 1.370000e+00, 2.700000e+01,
1.000000e-13, 1.000000e-13, 7.716731e+10, 1.098771e-16, 1.405788e-16, 2.026257e-17, 1.043911e-17, 2.162344e-19, 1.461817e-16, 2.061959e-17, 1.207249e-18, 7.000682e-06, 2.000000e-13, 2.000000e-13, 1.002386e-01, 1.002386e-01, 0.000000e+00, 0.000000e+00, 4.497911e-10, 3.938876e-01, 5.508224e-02, 1.450841e-08, 1.401096e-09, 5.495491e-10, 1.593511e-16, 4.439511e-17, 3.910900e-17, 7.584701e-17, 6.298495e-20, 3.936422e-17, 2.394838e-19, 5.692853e-17, 8.188595e-01, 1.819674e+09, 1.819674e+09, 9.870160e-08, 8.694924e-08, 1.400315e-10, 5.324334e-10, 3.225589e+01, 6.424962e-05, 1.370000e+00, 2.700000e+01,
1.000000e-13, 1.000000e-13, 7.716731e+10, 1.098771e-16, 1.405788e-16, 2.026257e-17, 1.043911e-17, 2.162344e-19, 1.461817e-16, 2.061959e-17, 1.207249e-18, 7.000682e-06, 2.000000e-13, 2.000000e-13, 1.008955e-01, 1.008955e-01, 0.000000e+00, 0.000000e+00, 4.597880e-10, 3.938876e-01, 5.508275e-02, 1.482921e-08, 1.431569e-09, 5.535277e-10, 1.594187e-16, 4.451972e-17, 3.910326e-17, 7.579575e-17, 6.303185e-20, 3.935651e-17, 2.310661e-19, 5.712527e-17, 8.310368e-01, 1.806594e+09, 1.806594e+09, 9.682662e-08, 8.504627e-08, 1.370889e-10, 5.025492e-10, 3.225226e+01, 6.567761e-05, 1.370000e+00, 2.700000e+01,
1.000000e-13, 1.000000e-13, 7.716731e+10, 1.098771e-16, 1.405788e-16, 2.026257e-17, 1.043911e-17, 2.162344e-19, 1.461817e-16, 2.061959e-17, 1.207249e-18, 7.000682e-06, 2.000000e-13, 2.000000e-13, 1.015386e-01, 1.015386e-01, 0.000000e+00, 0.000000e+00, 4.697852e-10, 3.938875e-01, 5.508326e-02, 1.514995e-08, 1.462027e-09, 5.575584e-10, 1.594871e-16, 4.464393e-17, 3.909775e-17, 7.574545e-17, 6.308339e-20, 3.934912e-17, 2.229203e-19, 5.732068e-17, 8.429619e-01, 1.793534e+09, 1.793534e+09, 9.503051e-08, 8.322474e-08, 1.342814e-10, 4.745155e-10, 3.224868e+01, 6.710564e-05, 1.370000e+00, 2.700000e+01,
1.000000e-13, 1.000000e-13, 7.716731e+10, 1.098771e-16, 1.405788e-16, 2.026257e-17, 1.043911e-17, 2.162344e-19, 1.461817e-16, 2.061959e-17, 1.207249e-18, 7.000682e-06, 2.000000e-13, 2.000000e-13, 1.021686e-01, 1.021686e-01, 0.000000e+00, 0.000000e+00, 4.797826e-10, 3.938875e-01, 5.508377e-02, 1.547065e-08, 1.492470e-09, 5.616376e-10, 1.595563e-16, 4.476773e-17, 3.909247e-17, 7.569606e-17, 6.313924e-20, 3.934203e-17, 2.150305e-19, 5.751478e-17, 8.546423e-01, 1.780508e+09, 1.780508e+09, 9.330838e-08, 8.147955e-08, 1.315997e-10, 4.481832e-10, 3.224513e+01, 6.853369e-05, 1.370000e+00, 2.700000e+01,
1.000000e-13, 1.000000e-13, 7.716731e+10, 1.098771e-16, 1.405788e-16, 2.026257e-17, 1.043911e-17, 2.162344e-19, 1.461817e-16, 2.061959e-17, 1.207249e-18, 7.000682e-06, 2.000000e-13, 2.000000e-13, 1.027859e-01, 1.027859e-01, 0.000000e+00, 0.000000e+00, 4.897801e-10, 3.938875e-01, 5.508428e-02, 1.579130e-08, 1.522898e-09, 5.657619e-10, 1.596261e-16, 4.489115e-17, 3.908739e-17, 7.564753e-17, 6.319910e-20, 3.933522e-17, 2.073818e-19, 5.770761e-17, 8.660856e-01, 1.767528e+09, 1.767528e+09, 9.165573e-08, 7.980599e-08, 1.290357e-10, 4.234182e-10, 3.224161e+01, 6.996178e-05, 1.370000e+00, 2.700000e+01,
1.000000e-13, 1.000000e-13, 7.716731e+10, 1.098771e-16, 1.405788e-16, 2.026257e-17, 1.043911e-17, 2.162344e-19, 1.461817e-16, 2.061959e-17, 1.207249e-18, 7.000682e-06, 2.000000e-13, 2.000000e-13, 1.033912e-01, 1.033912e-01, 0.000000e+00, 0.000000e+00, 4.997778e-10, 3.938875e-01, 5.508479e-02, 1.611191e-08, 1.553310e-09, 5.699280e-10, 1.596965e-16, 4.501420e-17, 3.908250e-17, 7.559985e-17, 6.326268e-20, 3.932868e-17, 1.999608e-19, 5.789921e-17, 8.772989e-01, 1.754608e+09, 1.754608e+09, 9.006841e-08, 7.819975e-08, 1.265816e-10, 4.000993e-10, 3.223814e+01, 7.138988e-05, 1.370000e+00, 2.700000e+01,
1.000000e-13, 1.000000e-13, 7.716731e+10, 1.098771e-16, 1.405788e-16, 2.026257e-17, 1.043911e-17, 2.162344e-19, 1.461817e-16, 2.061959e-17, 1.207249e-18, 7.000682e-06, 2.000000e-13, 2.000000e-13, 5.719849e-02, 5.719849e-02, 0.000000e+00, 0.000000e+00, 9.988313e-11, 3.938897e-01, 5.506432e-02, 3.239085e-09, 3.201924e-10, 5.478339e-10, 1.584503e-16, 3.939454e-17, 3.998282e-17, 7.907297e-17, 7.596835e-20, 4.055418e-17, 1.302749e-18, 4.869118e-17, 1.825410e-01, 1.825371e+09, 1.825371e+09, 3.944063e-07, 4.002960e-07, 7.605724e-10, 1.304273e-08, 3.242875e+01, 1.426763e-05, 1.370000e+00, 2.700000e+01,
1.000000e-13, 1.000000e-13, 7.716731e+10, 1.098771e-16, 1.405788e-16, 2.026257e-17, 1.043911e-17, 2.162344e-19, 1.461817e-16, 2.061959e-17, 1.207249e-18, 7.000682e-06, 2.000000e-13, 2.000000e-13, 7.640161e-02, 7.640161e-02, 0.000000e+00, 0.000000e+00, 1.998351e-10, 3.938888e-01, 5.506943e-02, 6.467748e-09, 6.326827e-10, 4.914792e-10, 1.581510e-16, 4.107344e-17, 3.942763e-17, 7.764997e-17, 6.559995e-20, 3.979635e-17, 6.503527e-19, 5.140945e-17, 4.069252e-01, 2.034674e+09, 2.034674e+09, 2.055367e-07, 1.973008e-07, 3.282704e-10, 3.254446e-09, 3.236542e+01, 2.854510e-05, 1.370000e+00, 2.700000e+01,
1.000000e-13, 1.000000e-13, 7.716731e+10, 1.098771e-16, 1.405788e-16, 2.026257e-17, 1.043911e-17, 2.162344e-19, 1.461817e-16, 2.061959e-17, 1.207249e-18, 7.000682e-06, 2.000000e-13, 2.000000e-13, 8.821672e-02, 8.821672e-02, 0.000000e+00, 0.000000e+00, 2.999207e-10, 3.938882e-01, 5.507457e-02, 9.692282e-09, 9.420763e-10, 5.001054e-10, 1.584716e-16, 4.246606e-17, 3.923841e-17, 7.676713e-17, 6.319216e-20, 3.953907e-17, 4.156381e-19, 5.378573e-17, 6.000866e-01, 1.999579e+09, 1.999579e+09, 1.415910e-07, 1.308293e-07, 2.106963e-10, 1.385827e-09, 3.231615e+01, 4.284164e-05, 1.370000e+00, 2.700000e+01,
1.000000e-13, 1.000000e-13, 7.716731e+10, 1.098771e-16, 1.405788e-16, 2.026257e-17, 1.043911e-17, 2.162344e-19, 1.461817e-16, 2.061959e-17, 1.207249e-18, 7.000682e-06, 2.000000e-13, 2.000000e-13, 9.672658e-02, 9.672658e-02, 0.000000e+00, 0.000000e+00, 3.998120e-10, 3.938878e-01, 5.507969e-02, 1.290380e-08, 1.248495e-09, 5.305945e-10, 1.590264e-16, 4.376547e-17, 3.914179e-17, 7.611910e-17, 6.283365e-20, 3.940837e-17, 2.863215e-19, 5.592330e-17, 7.539026e-01, 1.884678e+09, 1.884678e+09, 1.094651e-07, 9.790048e-08, 1.571580e-10, 7.161404e-10, 3.227467e+01, 5.711044e-05, 1.370000e+00, 2.700000e+01,
1.000000e-13, 1.000000e-13, 7.716731e+10, 1.098771e-16, 1.405788e-16, 2.026257e-17, 1.043911e-17, 2.162344e-19, 1.461817e-16, 2.061959e-17, 1.207249e-18, 7.000682e-06, 2.000000e-13, 2.000000e-13, 1.033912e-01, 1.033912e-01, 0.000000e+00, 0.000000e+00, 4.997778e-10, 3.938875e-01, 5.508479e-02, 1.611191e-08, 1.553310e-09, 5.699280e-10, 1.596965e-16, 4.501420e-17, 3.908250e-17, 7.559985e-17, 6.326268e-20, 3.932868e-17, 1.999608e-19, 5.789921e-17, 8.772989e-01, 1.754608e+09, 1.754608e+09, 9.006841e-08, 7.819975e-08, 1.265816e-10, 4.000993e-10, 3.223814e+01, 7.138988e-05, 1.370000e+00, 2.700000e+01,
1.000000e-13, 1.000000e-13, 7.716731e+10, 1.098771e-16, 1.405788e-16, 2.026257e-17, 1.043911e-17, 2.162344e-19, 1.461817e-16, 2.061959e-17, 1.207249e-18, 7.000682e-06, 2.000000e-13, 2.000000e-13, 1.088675e-01, 1.088675e-01, 0.000000e+00, 0.000000e+00, 5.997608e-10, 3.938872e-01, 5.508988e-02, 1.931539e-08, 1.856672e-09, 6.133562e-10, 1.604305e-16, 4.622558e-17, 3.904226e-17, 7.516269e-17, 6.405649e-20, 3.927497e-17, 1.359144e-19, 5.975357e-17, 9.782121e-01, 1.630374e+09, 1.630374e+09, 7.707337e-08, 6.509639e-08, 1.068034e-10, 2.266143e-10, 3.220516e+01, 8.567177e-05, 1.370000e+00, 2.700000e+01,
1.000000e-13, 1.000000e-13, 7.716731e+10, 1.098771e-16, 1.405788e-16, 2.026257e-17, 1.043911e-17, 2.162344e-19, 1.461817e-16, 2.061959e-17, 1.207249e-18, 7.000682e-06, 2.000000e-13, 2.000000e-13, 1.135158e-01, 1.135158e-01, 0.000000e+00, 0.000000e+00, 6.997487e-10, 3.938870e-01, 5.509497e-02, 2.251433e-08, 2.158761e-09, 6.588306e-10, 1.612020e-16, 4.740648e-17, 3.901311e-17, 7.478238e-17, 6.503514e-20, 3.923639e-17, 8.516296e-20, 6.151226e-17, 1.062475e+00, 1.517841e+09, 1.517841e+09, 6.774786e-08, 5.575302e-08, 9.294070e-11, 1.217051e-10, 3.217487e+01, 9.995437e-05, 1.370000e+00, 2.700000e+01,
1.000000e-13, 1.000000e-13, 7.716731e+10, 1.098771e-16, 1.405788e-16, 2.026257e-17, 1.043911e-17, 2.162344e-19, 1.461817e-16, 2.061959e-17, 1.207249e-18, 7.000682e-06, 2.000000e-13, 2.000000e-13, 1.175544e-01, 1.175544e-01, 0.000000e+00, 0.000000e+00, 7.997388e-10, 3.938868e-01, 5.510004e-02, 2.570899e-08, 2.459727e-09, 7.053554e-10, 1.619959e-16, 4.856104e-17, 3.899101e-17, 7.444381e-17, 6.611076e-20, 3.920741e-17, 4.309813e-20, 6.319277e-17, 1.134166e+00, 1.417725e+09, 1.417725e+09, 6.072112e-08, 4.875468e-08, 8.266543e-11, 5.389025e-11, 3.214673e+01, 1.142373e-04, 1.370000e+00, 2.700000e+01,
1.000000e-13, 1.000000e-13, 7.716731e+10, 1.098771e-16, 1.405788e-16, 2.026257e-17, 1.043911e-17, 2.162344e-19, 1.461817e-16, 2.061959e-17, 1.207249e-18, 7.000682e-06, 2.000000e-13, 2.000000e-13, 1.211252e-01, 1.211252e-01, 0.000000e+00, 0.000000e+00, 8.997301e-10, 3.938866e-01, 5.510510e-02, 2.889963e-08, 2.759687e-09, 7.524028e-10, 1.628030e-16, 4.969206e-17, 3.897370e-17, 7.413723e-17, 6.723627e-20, 3.918493e-17, 7.097297e-21, 6.480751e-17, 1.196154e+00, 1.329075e+09, 1.329075e+09, 5.522996e-08, 4.331710e-08, 7.472937e-11, 7.888251e-12, 3.212033e+01, 1.285204e-04, 1.370000e+00, 2.700000e+01,
1.000000e-13, 1.000000e-13, 7.716731e+10, 1.098771e-16, 1.405788e-16, 2.026257e-17, 1.043911e-17, 2.162344e-19, 1.461817e-16, 2.061959e-17, 1.207249e-18, 7.000682e-06, 2.000000e-13, 2.000000e-13, 1.243259e-01, 1.243259e-01, 0.000000e+00, 0.000000e+00, 9.997223e-10, 3.938865e-01, 5.511015e-02, 3.208649e-08, 3.058735e-09, 7.996762e-10, 1.636174e-16, 5.080158e-17, 3.895980e-17, 7.385600e-17, 6.838478e-20, 3.916708e-17, 2.445419e-20, 6.636565e-17, 1.250493e+00, 1.250506e+09, 1.250506e+09, 5.081569e-08, 3.897062e-08, 6.840377e-11, 2.446099e-11, 3.209540e+01, 1.428036e-04, 1.370000e+00, 2.700000e+01,
1.000000e-13, 1.000000e-13, 7.716731e+10, 1.098771e-16, 1.405788e-16, 2.026257e-17, 1.043911e-17, 2.162344e-19, 1.461817e-16, 2.061959e-17, 1.207249e-18, 7.000682e-06, 2.000000e-13, 2.000000e-13, 1.272262e-01, 1.272262e-01, 0.000000e+00, 0.000000e+00, 1.099715e-09, 3.938863e-01, 5.511520e-02, 3.526975e-08, 3.356945e-09, 8.470013e-10, 1.644350e-16, 5.189119e-17, 3.894842e-17, 7.359539e-17, 6.954021e-20, 3.915264e-17, 5.261196e-20, 6.787417e-17, 1.298686e+00, 1.180636e+09, 1.180636e+09, 4.718602e-08, 3.541682e-08, 6.323474e-11, 4.784144e-11, 3.207171e+01, 1.570869e-04, 1.370000e+00, 2.700000e+01,
1.000000e-13, 1.000000e-13, 7.716731e+10, 1.098771e-16, 1.405788e-16, 2.026257e-17, 1.043911e-17, 2.162344e-19, 1.461817e-16, 2.061959e-17, 1.207249e-18, 7.000682e-06, 2.000000e-13, 2.000000e-13, 1.298780e-01, 1.298780e-01, 0.000000e+00, 0.000000e+00, 1.199709e-09, 3.938862e-01, 5.512024e-02, 3.844960e-08, 3.654382e-09, 8.942730e-10, 1.652530e-16, 5.296213e-17, 3.893895e-17, 7.335192e-17, 7.069265e-20, 3.914078e-17, 7.809958e-20, 6.933856e-17, 1.341859e+00, 1.118227e+09, 1.118227e+09, 4.414583e-08, 3.245700e-08, 5.892485e-11, 6.509878e-11, 3.204911e+01, 1.713703e-04, 1.370000e+00, 2.700000e+01,
1.000000e-13, 1.000000e-13, 7.716731e+10, 1.098771e-16, 1.405788e-16, 2.026257e-17, 1.043911e-17, 2.162344e-19, 1.461817e-16, 2.061959e-17, 1.207249e-18, 7.000682e-06, 2.000000e-13, 2.000000e-13, 1.323208e-01, 1.323208e-01, 0.000000e+00, 0.000000e+00, 1.299703e-09, 3.938861e-01, 5.512527e-02, 4.162617e-08, 3.951098e-09, 9.414269e-10, 1.660694e-16, 5.401546e-17, 3.893097e-17, 7.312293e-17, 7.183588e-20, 3.913093e-17, 1.014324e-19, 7.076320e-17, 1.380870e+00, 1.062217e+09, 1.062217e+09, 4.155986e-08, 2.995375e-08, 5.527101e-11, 7.804275e-11, 3.202746e+01, 1.856537e-04, 1.370000e+00, 2.700000e+01,
1.000000e-13, 1.000000e-13, 7.716731e+10, 1.098771e-16, 1.405788e-16, 2.026257e-17, 1.043911e-17, 2.162344e-19, 1.461817e-16, 2.061959e-17, 1.207249e-18, 7.000682e-06, 2.000000e-13, 2.000000e-13, 1.345852e-01, 1.345852e-01, 0.000000e+00, 0.000000e+00, 1.399697e-09, 3.938860e-01, 5.513029e-02, 4.479960e-08, 4.247138e-09, 9.884235e-10, 1.668826e-16, 5.505207e-17, 3.892417e-17, 7.290638e-17, 7.296597e-20, 3.912268e-17, 1.229892e-19, 7.215169e-17, 1.416384e+00, 1.011712e+09, 1.011712e+09, 3.933141e-08, 2.780900e-08, 5.212983e-11, 8.786841e-11, 3.200664e+01, 1.999373e-04, 1.370000e+00, 2.700000e+01,
1.000000e-13, 1.000000e-13, 7.716731e+10, 1.098771e-16, 1.405788e-16, 2.026257e-17, 1.043911e-17, 2.162344e-19, 1.461817e-16, 2.061959e-17, 1.207249e-18, 7.000682e-06, 2.000000e-13, 2.000000e-13, 1.366958e-01, 1.366958e-01, 0.000000e+00, 0.000000e+00, 1.499692e-09, 3.938859e-01, 5.513531e-02, 4.797002e-08, 4.542541e-09, 1.035239e-09, 1.676917e-16, 5.607271e-17, 3.891834e-17, 7.270064e-17, 7.408043e-20, 3.911571e-17, 1.430559e-19, 7.350702e-17, 1.448929e+00, 9.659605e+08, 9.659605e+08, 3.738949e-08, 2.595089e-08, 4.939710e-11, 9.539020e-11, 3.198658e+01, 2.142208e-04, 1.370000e+00, 2.700000e+01,
1.000000e-13, 1.000000e-13, 7.716731e+10, 1.098771e-16, 1.405788e-16, 2.026257e-17, 1.043911e-17, 2.162344e-19, 1.461817e-16, 2.061959e-17, 1.207249e-18, 7.000682e-06, 2.000000e-13, 2.000000e-13, 1.386721e-01, 1.386721e-01, 0.000000e+00, 0.000000e+00, 1.599687e-09, 3.938858e-01, 5.514032e-02, 5.113751e-08, 4.837343e-09, 1.081860e-09, 1.684958e-16, 5.707807e-17, 3.891330e-17, 7.250440e-17, 7.517775e-20, 3.910979e-17, 1.618534e-19, 7.483170e-17, 1.478923e+00, 9.243343e+08, 9.243343e+08, 3.568078e-08, 2.432557e-08, 4.699529e-11, 1.011782e-10, 3.196720e+01, 2.285044e-04, 1.370000e+00, 2.700000e+01,
1.000000e-13, 1.000000e-13, 7.716731e+10, 1.098771e-16, 1.405788e-16, 2.026257e-17, 1.043911e-17, 2.162344e-19, 1.461817e-16, 2.061959e-17, 1.207249e-18, 7.000682e-06, 2.000000e-13, 2.000000e-13, 1.405305e-01, 1.405305e-01, 0.000000e+00, 0.000000e+00, 1.699682e-09, 3.938857e-01, 5.514533e-02, 5.430218e-08, 5.131572e-09, 1.128278e-09, 1.692942e-16, 5.806874e-17, 3.890891e-17, 7.231657e-17, 7.625705e-20, 3.910475e-17, 1.795555e-19, 7.612788e-17, 1.506709e+00, 8.863061e+08, 8.863061e+08, 3.416447e-08, 2.289187e-08, 4.486547e-11, 1.056407e-10, 3.194843e+01, 2.427881e-04, 1.370000e+00, 2.700000e+01,
1.000000e-13, 1.000000e-13, 7.716731e+10, 1.098771e-16, 1.405788e-16, 2.026257e-17, 1.043911e-17, 2.162344e-19, 1.461817e-16, 2.061959e-17, 1.207249e-18, 7.000682e-06, 2.000000e-13, 2.000000e-13, 1.422842e-01, 1.422842e-01, 0.000000e+00, 0.000000e+00, 1.799679e-09, 3.938856e-01, 5.515034e-02, 5.746417e-08, 5.425262e-09, 1.174493e-09, 1.700866e-16, 5.904529e-17, 3.890507e-17, 7.213628e-17, 7.731790e-20, 3.910044e-17, 1.963019e-19, 7.739744e-17, 1.532566e+00, 8.514312e+08, 8.514312e+08, 3.280878e-08, 2.161778e-08, 4.296204e-11, 1.090760e-10, 3.193023e+01, 2.570720e-04, 1.370000e+00, 2.700000e+01,
