L_u, W_u, ft_u, cgs_u, cgg_u, cgd_u, cgb_u, cdb_u, css_u, cdd_u, cds_u, id_u, L, W, VGS, VDS, VSB, type, ids, vth, vdsat, gm, gmb, gds, cgg, cgs, cgd, cgb, cdb, cdd, cds, css, va, ro, rds, kcgs, kcgd, kcdb, kcds, kgm, ic, n, T
1.000000e-13, 1.000000e-13, 7.716731e+10, 1.098771e-16, 1.405788e-16, 2.026257e-17, 1.043911e-17, 2.162344e-19, 1.461817e-16, 2.061959e-17, 1.207249e-18, 7.000682e-06, 3.000000e-14, 1.000000e-13, 5.818348e-03, 5.818348e-03, 0.000000e+00, 0.000000e+00, 3.799869e-10, 3.370479e-01, 7.591132e-02, 1.063950e-08, 5.884762e-10, 6.294513e-08, 4.380849e-17, 1.676030e-17, 2.222288e-17, 4.825303e-18, 2.745742e-20, 2.189347e-17, 2.192357e-18, 2.088807e-17, 6.037003e-03, 1.588685e+07, 1.588685e+07, 4.410759e-08, 5.848328e-08, 7.225887e-11, 5.769560e-09, 2.799965e+01, 5.427856e-05, 1.370000e+00, 2.700000e+01
1.000000e-13, 1.000000e-13, 7.716731e+10, 1.098771e-16, 1.405788e-16, 2.026257e-17, 1.043911e-17, 2.162344e-19, 1.461817e-16, 2.061959e-17, 1.207249e-18, 7.000682e-06, 3.000000e-14, 1.000000e-13, 5.953867e-03, 5.953867e-03, 0.000000e+00, 0.000000e+00, 3.899866e-10, 3.370430e-01, 7.591160e-02, 1.091886e-08, 6.038971e-10, 6.307425e-08, 4.380648e-17, 1.678580e-17, 2.219579e-17, 4.824893e-18, 2.733767e-20, 2.186938e-17, 2.170398e-18, 2.088306e-17, 6.183188e-03, 1.585433e+07, 1.585433e+07, 4.304199e-08, 5.691425e-08, 7.009901e-11, 5.565314e-09, 2.799803e+01, 5.570694e-05, 1.370000e+00, 2.700000e+01
1.000000e-13, 1.000000e-13, 7.716731e+10, 1.098771e-16, 1.405788e-16, 2.026257e-17, 1.043911e-17, 2.162344e-19, 1.461817e-16, 2.061959e-17, 1.207249e-18, 7.000682e-06, 3.000000e-14, 1.000000e-13, 6.088640e-03, 6.088640e-03, 0.000000e+00, 0.000000e+00, 3.999863e-10, 3.370380e-01, 7.591187e-02, 1.119819e-08, 6.193151e-10, 6.320275e-08, 4.380451e-17, 1.681085e-17, 2.216917e-17, 4.824484e-18, 2.721938e-20, 2.184570e-17, 2.148827e-18, 2.087817e-17, 6.328838e-03, 1.582210e+07, 1.582210e+07, 4.202857e-08, 5.542484e-08, 6.805078e-11, 5.372253e-09, 2.799643e+01, 5.713533e-05, 1.370000e+00, 2.700000e+01
1.000000e-13, 1.000000e-13, 7.716731e+10, 1.098771e-16, 1.405788e-16, 2.026257e-17, 1.043911e-17, 2.162344e-19, 1.461817e-16, 2.061959e-17, 1.207249e-18, 7.000682e-06, 3.000000e-14, 1.000000e-13, 6.222678e-03, 6.222678e-03, 0.000000e+00, 0.000000e+00, 4.099860e-10, 3.370331e-01, 7.591215e-02, 1.147749e-08, 6.347302e-10, 6.333063e-08, 4.380257e-17, 1.683548e-17, 2.214301e-17, 4.824077e-18, 2.710251e-20, 2.182243e-17, 2.127636e-18, 2.087340e-17, 6.473960e-03, 1.579015e+07, 1.579015e+07, 4.106355e-08, 5.400919e-08, 6.610594e-11, 5.189534e-09, 2.799483e+01, 5.856372e-05, 1.370000e+00, 2.700000e+01
1.000000e-13, 1.000000e-13, 7.716731e+10, 1.098771e-16, 1.405788e-16, 2.026257e-17, 1.043911e-17, 2.162344e-19, 1.461817e-16, 2.061959e-17, 1.207249e-18, 7.000682e-06, 3.000000e-14, 1.000000e-13, 6.355988e-03, 6.355988e-03, 0.000000e+00, 0.000000e+00, 4.199857e-10, 3.370282e-01, 7.591242e-02, 1.175676e-08, 6.501425e-10, 6.345789e-08, 4.380065e-17, 1.685969e-17, 2.211729e-17, 4.823670e-18, 2.698705e-20, 2.179955e-17, 2.106815e-18, 2.086874e-17, 6.618562e-03, 1.575848e+07, 1.575848e+07, 4.014349e-08, 5.266202e-08, 6.425708e-11, 5.016397e-09, 2.799323e+01, 5.999211e-05, 1.370000e+00, 2.700000e+01
1.000000e-13, 1.000000e-13, 7.716731e+10, 1.098771e-16, 1.405788e-16, 2.026257e-17, 1.043911e-17, 2.162344e-19, 1.461817e-16, 2.061959e-17, 1.207249e-18, 7.000682e-06, 3.000000e-14, 1.000000e-13, 6.488580e-03, 6.488580e-03, 0.000000e+00, 0.000000e+00, 4.299854e-10, 3.370233e-01, 7.591269e-02, 1.203600e-08, 6.655519e-10, 6.358455e-08, 4.379877e-17, 1.688349e-17, 2.209201e-17, 4.823264e-18, 2.687298e-20, 2.177706e-17, 2.086355e-18, 2.086419e-17, 6.762649e-03, 1.572709e+07, 1.572709e+07, 3.926528e-08, 5.137852e-08, 6.249742e-11, 4.852152e-09, 2.799165e+01, 6.142050e-05, 1.370000e+00, 2.700000e+01
1.000000e-13, 1.000000e-13, 7.716731e+10, 1.098771e-16, 1.405788e-16, 2.026257e-17, 1.043911e-17, 2.162344e-19, 1.461817e-16, 2.061959e-17, 1.207249e-18, 7.000682e-06, 3.000000e-14, 1.000000e-13, 6.620463e-03, 6.620463e-03, 0.000000e+00, 0.000000e+00, 4.399851e-10, 3.370185e-01, 7.591296e-02, 1.231521e-08, 6.809586e-10, 6.371060e-08, 4.379691e-17, 1.690690e-17, 2.206715e-17, 4.822859e-18, 2.676026e-20, 2.175495e-17, 2.066246e-18, 2.085976e-17, 6.906228e-03, 1.569597e+07, 1.569597e+07, 3.842608e-08, 5.015432e-08, 6.082085e-11, 4.696174e-09, 2.799007e+01, 6.284889e-05, 1.370000e+00, 2.700000e+01
1.000000e-13, 1.000000e-13, 7.716731e+10, 1.098771e-16, 1.405788e-16, 2.026257e-17, 1.043911e-17, 2.162344e-19, 1.461817e-16, 2.061959e-17, 1.207249e-18, 7.000682e-06, 3.000000e-14, 1.000000e-13, 6.751645e-03, 6.751645e-03, 0.000000e+00, 0.000000e+00, 4.499848e-10, 3.370137e-01, 7.591324e-02, 1.259439e-08, 6.963624e-10, 6.383606e-08, 4.379508e-17, 1.692992e-17, 2.204271e-17, 4.822455e-18, 2.664889e-20, 2.173321e-17, 2.046482e-18, 2.085543e-17, 7.049306e-03, 1.566513e+07, 1.566513e+07, 3.762332e-08, 4.898545e-08, 5.922177e-11, 4.547893e-09, 2.798849e+01, 6.427728e-05, 1.370000e+00, 2.700000e+01
1.000000e-13, 1.000000e-13, 7.716731e+10, 1.098771e-16, 1.405788e-16, 2.026257e-17, 1.043911e-17, 2.162344e-19, 1.461817e-16, 2.061959e-17, 1.207249e-18, 7.000682e-06, 3.000000e-14, 1.000000e-13, 6.882135e-03, 6.882135e-03, 0.000000e+00, 0.000000e+00, 4.599845e-10, 3.370089e-01, 7.591351e-02, 1.287355e-08, 7.117635e-10, 6.396094e-08, 4.379328e-17, 1.695256e-17, 2.201867e-17, 4.822053e-18, 2.653884e-20, 2.171183e-17, 2.027054e-18, 2.085121e-17, 7.191889e-03, 1.563454e+07, 1.563454e+07, 3.685463e-08, 4.786828e-08, 5.769508e-11, 4.406788e-09, 2.798692e+01, 6.570567e-05, 1.370000e+00, 2.700000e+01
1.000000e-13, 1.000000e-13, 7.716731e+10, 1.098771e-16, 1.405788e-16, 2.026257e-17, 1.043911e-17, 2.162344e-19, 1.461817e-16, 2.061959e-17, 1.207249e-18, 7.000682e-06, 3.000000e-14, 1.000000e-13, 7.011942e-03, 7.011942e-03, 0.000000e+00, 0.000000e+00, 4.699842e-10, 3.370041e-01, 7.591378e-02, 1.315268e-08, 7.271619e-10, 6.408523e-08, 4.379150e-17, 1.697483e-17, 2.199502e-17, 4.821651e-18, 2.643008e-20, 2.169080e-17, 2.007953e-18, 2.084709e-17, 7.333983e-03, 1.560422e+07, 1.560422e+07, 3.611788e-08, 4.679949e-08, 5.623611e-11, 4.272385e-09, 2.798536e+01, 6.713406e-05, 1.370000e+00, 2.700000e+01
1.000000e-13, 1.000000e-13, 7.716731e+10, 1.098771e-16, 1.405788e-16, 2.026257e-17, 1.043911e-17, 2.162344e-19, 1.461817e-16, 2.061959e-17, 1.207249e-18, 7.000682e-06, 3.000000e-14, 1.000000e-13, 7.141072e-03, 7.141072e-03, 0.000000e+00, 0.000000e+00, 4.799839e-10, 3.369994e-01, 7.591405e-02, 1.343178e-08, 7.425576e-10, 6.420895e-08, 4.378975e-17, 1.699674e-17, 2.197176e-17, 4.821250e-18, 2.632260e-20, 2.167011e-17, 1.989172e-18, 2.084307e-17, 7.475593e-03, 1.557415e+07, 1.557415e+07, 3.541106e-08, 4.577604e-08, 5.484060e-11, 4.144248e-09, 2.798381e+01, 6.856245e-05, 1.370000e+00, 2.700000e+01
1.000000e-13, 1.000000e-13, 7.716731e+10, 1.098771e-16, 1.405788e-16, 2.026257e-17, 1.043911e-17, 2.162344e-19, 1.461817e-16, 2.061959e-17, 1.207249e-18, 7.000682e-06, 3.000000e-14, 1.000000e-13, 7.269535e-03, 7.269535e-03, 0.000000e+00, 0.000000e+00, 4.899836e-10, 3.369946e-01, 7.591432e-02, 1.371085e-08, 7.579506e-10, 6.433209e-08, 4.378803e-17, 1.701830e-17, 2.194888e-17, 4.820850e-18, 2.621638e-20, 2.164976e-17, 1.970704e-18, 2.083915e-17, 7.616727e-03, 1.554434e+07, 1.554434e+07, 3.473238e-08, 4.479513e-08, 5.350461e-11, 4.021980e-09, 2.798226e+01, 6.999084e-05, 1.370000e+00, 2.700000e+01
1.000000e-13, 1.000000e-13, 7.716731e+10, 1.098771e-16, 1.405788e-16, 2.026257e-17, 1.043911e-17, 2.162344e-19, 1.461817e-16, 2.061959e-17, 1.207249e-18, 7.000682e-06, 3.000000e-14, 1.000000e-13, 7.397338e-03, 7.397338e-03, 0.000000e+00, 0.000000e+00, 4.999833e-10, 3.369900e-01, 7.591460e-02, 1.398989e-08, 7.733409e-10, 6.445467e-08, 4.378633e-17, 1.703951e-17, 2.192637e-17, 4.820452e-18, 2.611139e-20, 2.162974e-17, 1.952541e-18, 2.083532e-17, 7.757389e-03, 1.551478e+07, 1.551478e+07, 3.408016e-08, 4.385420e-08, 5.222453e-11, 3.905213e-09, 2.798072e+01, 7.141923e-05, 1.370000e+00, 2.700000e+01
1.000000e-13, 1.000000e-13, 7.716731e+10, 1.098771e-16, 1.405788e-16, 2.026257e-17, 1.043911e-17, 2.162344e-19, 1.461817e-16, 2.061959e-17, 1.207249e-18, 7.000682e-06, 3.000000e-14, 1.000000e-13, 1.676313e-03, 1.676313e-03, 0.000000e+00, 0.000000e+00, 9.999623e-11, 3.372000e-01, 7.590352e-02, 2.804694e-09, 1.553828e-10, 5.904401e-08, 4.387953e-17, 1.581151e-17, 2.323084e-17, 4.837186e-18, 3.151008e-20, 2.279036e-17, 3.015901e-18, 2.109449e-17, 1.693652e-03, 1.693652e+07, 1.693652e+07, 1.581210e-07, 2.323171e-07, 3.151127e-10, 3.016015e-08, 2.804799e+01, 1.428379e-05, 1.370000e+00, 2.700000e+01
1.000000e-13, 1.000000e-13, 7.716731e+10, 1.098771e-16, 1.405788e-16, 2.026257e-17, 1.043911e-17, 2.162344e-19, 1.461817e-16, 2.061959e-17, 1.207249e-18, 7.000682e-06, 3.000000e-14, 1.000000e-13, 3.239658e-03, 3.239658e-03, 0.000000e+00, 0.000000e+00, 1.999927e-10, 3.371426e-01, 7.590634e-02, 5.605789e-09, 3.103685e-10, 6.050548e-08, 4.385043e-17, 1.621192e-17, 2.280566e-17, 4.832853e-18, 2.989110e-20, 2.241198e-17, 2.667093e-18, 2.100339e-17, 3.305485e-03, 1.652743e+07, 1.652743e+07, 8.106257e-08, 1.140324e-07, 1.494610e-10, 1.333595e-08, 2.802997e+01, 2.856761e-05, 1.370000e+00, 2.700000e+01
1.000000e-13, 1.000000e-13, 7.716731e+10, 1.098771e-16, 1.405788e-16, 2.026257e-17, 1.043911e-17, 2.162344e-19, 1.461817e-16, 2.061959e-17, 1.207249e-18, 7.000682e-06, 3.000000e-14, 1.000000e-13, 4.706178e-03, 4.706178e-03, 0.000000e+00, 0.000000e+00, 2.999894e-10, 3.370888e-01, 7.590912e-02, 8.403547e-09, 4.650008e-10, 6.188877e-08, 4.382568e-17, 1.653918e-17, 2.245788e-17, 4.828619e-18, 2.847076e-20, 2.210253e-17, 2.383280e-18, 2.093298e-17, 4.847406e-03, 1.615802e+07, 1.615802e+07, 5.513256e-08, 7.486223e-08, 9.490588e-11, 7.944548e-09, 2.801281e+01, 4.285146e-05, 1.370000e+00, 2.700000e+01
1.000000e-13, 1.000000e-13, 7.716731e+10, 1.098771e-16, 1.405788e-16, 2.026257e-17, 1.043911e-17, 2.162344e-19, 1.461817e-16, 2.061959e-17, 1.207249e-18, 7.000682e-06, 3.000000e-14, 1.000000e-13, 6.088640e-03, 6.088640e-03, 0.000000e+00, 0.000000e+00, 3.999863e-10, 3.370380e-01, 7.591187e-02, 1.119819e-08, 6.193151e-10, 6.320275e-08, 4.380451e-17, 1.681085e-17, 2.216917e-17, 4.824484e-18, 2.721938e-20, 2.184570e-17, 2.148827e-18, 2.087817e-17, 6.328838e-03, 1.582210e+07, 1.582210e+07, 4.202857e-08, 5.542484e-08, 6.805078e-11, 5.372253e-09, 2.799643e+01, 5.713533e-05, 1.370000e+00, 2.700000e+01
1.000000e-13, 1.000000e-13, 7.716731e+10, 1.098771e-16, 1.405788e-16, 2.026257e-17, 1.043911e-17, 2.162344e-19, 1.461817e-16, 2.061959e-17, 1.207249e-18, 7.000682e-06, 3.000000e-14, 1.000000e-13, 7.397338e-03, 7.397338e-03, 0.000000e+00, 0.000000e+00, 4.999833e-10, 3.369900e-01, 7.591460e-02, 1.398989e-08, 7.733409e-10, 6.445467e-08, 4.378633e-17, 1.703951e-17, 2.192637e-17, 4.820452e-18, 2.611139e-20, 2.162974e-17, 1.952541e-18, 2.083532e-17, 7.757389e-03, 1.551478e+07, 1.551478e+07, 3.408016e-08, 4.385420e-08, 5.222453e-11, 3.905213e-09, 2.798072e+01, 7.141923e-05, 1.370000e+00, 2.700000e+01
1.000000e-13, 1.000000e-13, 7.716731e+10, 1.098771e-16, 1.405788e-16, 2.026257e-17, 1.043911e-17, 2.162344e-19, 1.461817e-16, 2.061959e-17, 1.207249e-18, 7.000682e-06, 3.000000e-14, 1.000000e-13, 8.640703e-03, 8.640703e-03, 0.000000e+00, 0.000000e+00, 5.999805e-10, 3.369443e-01, 7.591730e-02, 1.677882e-08, 9.271030e-10, 6.565057e-08, 4.377065e-17, 1.723435e-17, 2.171978e-17, 4.816520e-18, 2.512533e-20, 2.144605e-17, 1.786250e-18, 2.080179e-17, 9.139295e-03, 1.523216e+07, 1.523216e+07, 2.872485e-08, 3.620081e-08, 4.187691e-11, 2.977181e-09, 2.796561e+01, 8.570315e-05, 1.370000e+00, 2.700000e+01
1.000000e-13, 1.000000e-13, 7.716731e+10, 1.098771e-16, 1.405788e-16, 2.026257e-17, 1.043911e-17, 2.162344e-19, 1.461817e-16, 2.061959e-17, 1.207249e-18, 7.000682e-06, 3.000000e-14, 1.000000e-13, 9.825738e-03, 9.825738e-03, 0.000000e+00, 0.000000e+00, 6.999778e-10, 3.369008e-01, 7.591997e-02, 1.956511e-08, 1.080622e-09, 6.679555e-08, 4.375708e-17, 1.740219e-17, 2.154220e-17, 4.812687e-18, 2.424330e-20, 2.128818e-17, 1.643879e-18, 2.077564e-17, 1.047974e-02, 1.497106e+07, 1.497106e+07, 2.486106e-08, 3.077555e-08, 3.463439e-11, 2.348473e-09, 2.795104e+01, 9.998709e-05, 1.370000e+00, 2.700000e+01
1.000000e-13, 1.000000e-13, 7.716731e+10, 1.098771e-16, 1.405788e-16, 2.026257e-17, 1.043911e-17, 2.162344e-19, 1.461817e-16, 2.061959e-17, 1.207249e-18, 7.000682e-06, 3.000000e-14, 1.000000e-13, 1.095833e-02, 1.095833e-02, 0.000000e+00, 0.000000e+00, 7.999752e-10, 3.368592e-01, 7.592263e-02, 2.234888e-08, 1.233917e-09, 6.789396e-08, 4.374530e-17, 1.754820e-17, 2.138814e-17, 4.808953e-18, 2.345049e-20, 2.115127e-17, 1.520835e-18, 2.075537e-17, 1.178308e-02, 1.472885e+07, 1.472885e+07, 2.193594e-08, 2.673601e-08, 2.931402e-11, 1.901102e-09, 2.793696e+01, 1.142710e-04, 1.370000e+00, 2.700000e+01
1.000000e-13, 1.000000e-13, 7.716731e+10, 1.098771e-16, 1.405788e-16, 2.026257e-17, 1.043911e-17, 2.162344e-19, 1.461817e-16, 2.061959e-17, 1.207249e-18, 7.000682e-06, 3.000000e-14, 1.000000e-13, 1.204348e-02, 1.204348e-02, 0.000000e+00, 0.000000e+00, 8.999727e-10, 3.368193e-01, 7.592527e-02, 2.513024e-08, 1.387003e-09, 6.894954e-08, 4.373506e-17, 1.767636e-17, 2.125339e-17, 4.805313e-18, 2.273456e-20, 2.103154e-17, 1.413593e-18, 2.073988e-17, 1.305302e-02, 1.450336e+07, 1.450336e+07, 1.964100e-08, 2.361559e-08, 2.526139e-11, 1.570707e-09, 2.792333e+01, 1.285550e-04, 1.370000e+00, 2.700000e+01
1.000000e-13, 1.000000e-13, 7.716731e+10, 1.098771e-16, 1.405788e-16, 2.026257e-17, 1.043911e-17, 2.162344e-19, 1.461817e-16, 2.061959e-17, 1.207249e-18, 7.000682e-06, 3.000000e-14, 1.000000e-13, 1.308548e-02, 1.308548e-02, 0.000000e+00, 0.000000e+00, 9.999703e-10, 3.367811e-01, 7.592790e-02, 2.790928e-08, 1.539894e-09, 6.996556e-08, 4.372615e-17, 1.778974e-17, 2.113464e-17, 4.801765e-18, 2.208526e-20, 2.092608e-17, 1.319414e-18, 2.072829e-17, 1.429275e-02, 1.429275e+07, 1.429275e+07, 1.779027e-08, 2.113527e-08, 2.208591e-11, 1.319453e-09, 2.791011e+01, 1.428390e-04, 1.370000e+00, 2.700000e+01
1.000000e-13, 1.000000e-13, 7.716731e+10, 1.098771e-16, 1.405788e-16, 2.026257e-17, 1.043911e-17, 2.162344e-19, 1.461817e-16, 2.061959e-17, 1.207249e-18, 7.000682e-06, 3.000000e-14, 1.000000e-13, 1.408802e-02, 1.408802e-02, 0.000000e+00, 0.000000e+00, 1.099968e-09, 3.367443e-01, 7.593051e-02, 3.068610e-08, 1.692602e-09, 7.094487e-08, 4.371838e-17, 1.789078e-17, 2.102930e-17, 4.798306e-18, 2.149398e-20, 2.083255e-17, 1.236135e-18, 2.071991e-17, 1.550500e-02, 1.409545e+07, 1.409545e+07, 1.626482e-08, 1.911810e-08, 1.954055e-11, 1.123792e-09, 2.789726e+01, 1.571230e-04, 1.370000e+00, 2.700000e+01
1.000000e-13, 1.000000e-13, 7.716731e+10, 1.098771e-16, 1.405788e-16, 2.026257e-17, 1.043911e-17, 2.162344e-19, 1.461817e-16, 2.061959e-17, 1.207249e-18, 7.000682e-06, 3.000000e-14, 1.000000e-13, 1.505436e-02, 1.505436e-02, 0.000000e+00, 0.000000e+00, 1.199966e-09, 3.367088e-01, 7.593310e-02, 3.346076e-08, 1.845138e-09, 7.189001e-08, 4.371162e-17, 1.798142e-17, 2.093527e-17, 4.794931e-18, 2.095351e-20, 2.074910e-17, 1.162035e-18, 2.071421e-17, 1.669217e-02, 1.391014e+07, 1.391014e+07, 1.498495e-08, 1.744656e-08, 1.746176e-11, 9.683905e-10, 2.788476e+01, 1.714070e-04, 1.370000e+00, 2.700000e+01
1.000000e-13, 1.000000e-13, 7.716731e+10, 1.098771e-16, 1.405788e-16, 2.026257e-17, 1.043911e-17, 2.162344e-19, 1.461817e-16, 2.061959e-17, 1.207249e-18, 7.000682e-06, 3.000000e-14, 1.000000e-13, 1.598730e-02, 1.598730e-02, 0.000000e+00, 0.000000e+00, 1.299964e-09, 3.366745e-01, 7.593569e-02, 3.623335e-08, 1.997511e-09, 7.280322e-08, 4.370575e-17, 1.806322e-17, 2.085089e-17, 4.791639e-18, 2.045774e-20, 2.067423e-17, 1.095728e-18, 2.071075e-17, 1.785635e-02, 1.373566e+07, 1.373566e+07, 1.389518e-08, 1.603959e-08, 1.573717e-11, 8.428913e-10, 2.787259e+01, 1.856910e-04, 1.370000e+00, 2.700000e+01
1.000000e-13, 1.000000e-13, 7.716731e+10, 1.098771e-16, 1.405788e-16, 2.026257e-17, 1.043911e-17, 2.162344e-19, 1.461817e-16, 2.061959e-17, 1.207249e-18, 7.000682e-06, 3.000000e-14, 1.000000e-13, 1.688936e-02, 1.688936e-02, 0.000000e+00, 0.000000e+00, 1.399961e-09, 3.366414e-01, 7.593826e-02, 3.900392e-08, 2.149731e-09, 7.368651e-08, 4.370065e-17, 1.813746e-17, 2.077477e-17, 4.788426e-18, 2.000149e-20, 2.060673e-17, 1.036085e-18, 2.070917e-17, 1.899941e-02, 1.357100e+07, 1.357100e+07, 1.295568e-08, 1.483953e-08, 1.428717e-11, 7.400810e-10, 2.786071e+01, 1.999750e-04, 1.370000e+00, 2.700000e+01
1.000000e-13, 1.000000e-13, 7.716731e+10, 1.098771e-16, 1.405788e-16, 2.026257e-17, 1.043911e-17, 2.162344e-19, 1.461817e-16, 2.061959e-17, 1.207249e-18, 7.000682e-06, 3.000000e-14, 1.000000e-13, 1.776275e-02, 1.776275e-02, 0.000000e+00, 0.000000e+00, 1.499959e-09, 3.366093e-01, 7.594082e-02, 4.177253e-08, 2.301804e-09, 7.454169e-08, 4.369624e-17, 1.820517e-17, 2.070578e-17, 4.785287e-18, 1.958031e-20, 2.054558e-17, 9.821805e-19, 2.070921e-17, 2.012297e-02, 1.341531e+07, 1.341531e+07, 1.213711e-08, 1.380423e-08, 1.305389e-11, 6.548047e-10, 2.784911e+01, 2.142591e-04, 1.370000e+00, 2.700000e+01
1.000000e-13, 1.000000e-13, 7.716731e+10, 1.098771e-16, 1.405788e-16, 2.026257e-17, 1.043911e-17, 2.162344e-19, 1.461817e-16, 2.061959e-17, 1.207249e-18, 7.000682e-06, 3.000000e-14, 1.000000e-13, 1.860945e-02, 1.860945e-02, 0.000000e+00, 0.000000e+00, 1.599957e-09, 3.365783e-01, 7.594338e-02, 4.453925e-08, 2.453737e-09, 7.537040e-08, 4.369245e-17, 1.826723e-17, 2.064300e-17, 4.782221e-18, 1.919040e-20, 2.048995e-17, 9.332488e-19, 2.071061e-17, 2.122849e-02, 1.326781e+07, 1.326781e+07, 1.141732e-08, 1.290222e-08, 1.199432e-11, 5.832960e-10, 2.783777e+01, 2.285431e-04, 1.370000e+00, 2.700000e+01
1.000000e-13, 1.000000e-13, 7.716731e+10, 1.098771e-16, 1.405788e-16, 2.026257e-17, 1.043911e-17, 2.162344e-19, 1.461817e-16, 2.061959e-17, 1.207249e-18, 7.000682e-06, 3.000000e-14, 1.000000e-13, 1.943122e-02, 1.943122e-02, 0.000000e+00, 0.000000e+00, 1.699956e-09, 3.365481e-01, 7.594592e-02, 4.730411e-08, 2.605538e-09, 7.617411e-08, 4.368921e-17, 1.832435e-17, 2.058563e-17, 4.779224e-18, 1.882849e-20, 2.043915e-17, 8.886513e-19, 2.071318e-17, 2.231729e-02, 1.312782e+07, 1.312782e+07, 1.077931e-08, 1.210951e-08, 1.107587e-11, 5.227497e-10, 2.782668e+01, 2.428272e-04, 1.370000e+00, 2.700000e+01
1.000000e-13, 1.000000e-13, 7.716731e+10, 1.098771e-16, 1.405788e-16, 2.026257e-17, 1.043911e-17, 2.162344e-19, 1.461817e-16, 2.061959e-17, 1.207249e-18, 7.000682e-06, 3.000000e-14, 1.000000e-13, 2.022965e-02, 2.022965e-02, 0.000000e+00, 0.000000e+00, 1.799954e-09, 3.365188e-01, 7.594846e-02, 5.006718e-08, 2.757211e-09, 7.695418e-08, 4.368646e-17, 1.837714e-17, 2.053303e-17, 4.776293e-18, 1.849174e-20, 2.039258e-17, 8.478519e-19, 2.071677e-17, 2.339054e-02, 1.299475e+07, 1.299475e+07, 1.020979e-08, 1.140753e-08, 1.027345e-11, 4.710410e-10, 2.781582e+01, 2.571112e-04, 1.370000e+00, 2.700000e+01
1.000000e-13, 1.000000e-13, 7.716731e+10, 1.098771e-16, 1.405788e-16, 2.026257e-17, 1.043911e-17, 2.162344e-19, 1.461817e-16, 2.061959e-17, 1.207249e-18, 7.000682e-06, 3.000000e-14, 1.000000e-13, 2.100620e-02, 2.100620e-02, 0.000000e+00, 0.000000e+00, 1.899952e-09, 3.364902e-01, 7.595099e-02, 5.282849e-08, 2.908763e-09, 7.771185e-08, 4.368416e-17, 1.842612e-17, 2.048462e-17, 4.773425e-18, 1.817766e-20, 2.034976e-17, 8.103975e-19, 2.072123e-17, 2.444929e-02, 1.286805e+07, 1.286805e+07, 9.698202e-09, 1.078165e-08, 9.567433e-12, 4.265358e-10, 2.780517e+01, 2.713953e-04, 1.370000e+00, 2.700000e+01
1.000000e-13, 1.000000e-13, 7.716731e+10, 1.098771e-16, 1.405788e-16, 2.026257e-17, 1.043911e-17, 2.162344e-19, 1.461817e-16, 2.061959e-17, 1.207249e-18, 7.000682e-06, 3.000000e-14, 1.000000e-13, 2.176215e-02, 2.176215e-02, 0.000000e+00, 0.000000e+00, 1.999950e-09, 3.364625e-01, 7.595351e-02, 5.558808e-08, 3.060197e-09, 7.844825e-08, 4.368227e-17, 1.847171e-17, 2.043994e-17, 4.770618e-18, 1.788410e-20, 2.031025e-17, 7.759028e-19, 2.072645e-17, 2.549451e-02, 1.274726e+07, 1.274726e+07, 9.236085e-09, 1.022022e-08, 8.942273e-12, 3.879611e-10, 2.779473e+01, 2.856793e-04, 1.370000e+00, 2.700000e+01
1.000000e-13, 1.000000e-13, 7.716731e+10, 1.098771e-16, 1.405788e-16, 2.026257e-17, 1.043911e-17, 2.162344e-19, 1.461817e-16, 2.061959e-17, 1.207249e-18, 7.000682e-06, 3.000000e-14, 1.000000e-13, 2.249870e-02, 2.249870e-02, 0.000000e+00, 0.000000e+00, 2.099948e-09, 3.364354e-01, 7.595602e-02, 5.834599e-08, 3.211519e-09, 7.916442e-08, 4.368074e-17, 1.851429e-17, 2.039858e-17, 4.767868e-18, 1.760915e-20, 2.027369e-17, 7.440382e-19, 2.073233e-17, 2.652707e-02, 1.263194e+07, 1.263194e+07, 8.816546e-09, 9.713846e-09, 8.385518e-12, 3.543126e-10, 2.778449e+01, 2.999634e-04, 1.370000e+00, 2.700000e+01
1.000000e-13, 1.000000e-13, 7.716731e+10, 1.098771e-16, 1.405788e-16, 2.026257e-17, 1.043911e-17, 2.162344e-19, 1.461817e-16, 2.061959e-17, 1.207249e-18, 7.000682e-06, 3.000000e-14, 1.000000e-13, 2.321692e-02, 2.321692e-02, 0.000000e+00, 0.000000e+00, 2.199947e-09, 3.364091e-01, 7.595853e-02, 6.110226e-08, 3.362732e-09, 7.986134e-08, 4.367954e-17, 1.855419e-17, 2.036018e-17, 4.765175e-18, 1.735115e-20, 2.023978e-17, 7.145204e-19, 2.073880e-17, 2.754775e-02, 1.252170e+07, 1.252170e+07, 8.433926e-09, 9.254850e-09, 7.887080e-12, 3.247899e-10, 2.777443e+01, 3.142475e-04, 1.370000e+00, 2.700000e+01
