isweep,gm,i_id,id,i_cgg,cgg,i_cgs,cgs,i_cgd,cgd,i_cds,cds,i_css,css,i_cdd,cdd,i_gds,gds,i_vth,vth,i_vdsat,vdsat,i_vgs,vgs,i_vds,vds,i_rds,rds,i_wt,wt,i_ft,ft,i_kgm,kgm,W,L,pdk
1.00000000e-09,2.19244090e-08,1.00000000e-09,9.99544185e-10,1.00000000e-09,1.13401779e-15,1.00000000e-09,-4.90204407e-16,1.00000000e-09,2.91299392e-19,1.00000000e-09,2.57251302e-16,1.00000000e-09,3.84907443e-16,1.00000000e-09,1.15112590e-18,1.00000000e-09,3.36184605e-10,1.00000000e-09,5.72160318e-01,1.00000000e-09,4.69851743e-02,1.00000000e-09,2.73503952e-01,1.00000000e-09,2.73503952e-01,1.00000000e-09,2.97455619e+09,1.00000000e-09,1.93333906e+07,1.00000000e-09,3.07700468e+06,1.00000000e-09,2.19344070e+01,0.840,0.500,sky130
1.25000000e-09,2.73454125e-08,1.25000000e-09,1.24996237e-09,1.25000000e-09,1.15490028e-15,1.25000000e-09,-5.20970633e-16,1.25000000e-09,4.57286971e-19,1.25000000e-09,2.71446300e-16,1.25000000e-09,4.06134882e-16,1.25000000e-09,1.03410226e-18,1.25000000e-09,4.10446167e-10,1.25000000e-09,5.72109954e-01,1.25000000e-09,4.70047438e-02,1.25000000e-09,2.83557245e-01,1.25000000e-09,2.83557245e-01,1.25000000e-09,2.43637310e+09,1.25000000e-09,2.36777261e+07,1.25000000e-09,3.76842715e+06,1.25000000e-09,2.18769886e+01,0.840,0.500,sky130
1.50000000e-09,3.27551782e-08,1.50000000e-09,1.50074281e-09,1.50000000e-09,1.17281059e-15,1.50000000e-09,-5.47100360e-16,1.50000000e-09,5.92667211e-19,1.50000000e-09,2.83440200e-16,1.50000000e-09,4.24075654e-16,1.50000000e-09,9.42441313e-19,1.50000000e-09,4.83693007e-10,1.50000000e-09,5.72068649e-01,1.50000000e-09,4.70242900e-02,1.50000000e-09,2.91802095e-01,1.50000000e-09,2.91802094e-01,1.50000000e-09,2.06742704e+09,1.50000000e-09,2.79287880e+07,1.50000000e-09,4.44500466e+06,1.50000000e-09,2.18259771e+01,0.840,0.500,sky130
1.75000000e-09,3.81203055e-08,1.75000000e-09,1.75023571e-09,1.75000000e-09,1.18845012e-15,1.75000000e-09,-5.69746068e-16,1.75000000e-09,7.06559384e-19,1.75000000e-09,2.93792198e-16,1.75000000e-09,4.39563481e-16,1.75000000e-09,8.67779739e-19,1.75000000e-09,5.55667254e-10,1.75000000e-09,5.72033824e-01,1.75000000e-09,4.70436912e-02,1.75000000e-09,2.98753655e-01,1.75000000e-09,2.98753655e-01,1.75000000e-09,1.79963817e+09,1.75000000e-09,3.20756462e+07,1.75000000e-09,5.10499764e+06,1.75000000e-09,2.17800981e+01,0.840,0.500,sky130
2.00000000e-09,4.34742036e-08,2.00000000e-09,1.99991491e-09,2.00000000e-09,1.20243341e-15,2.00000000e-09,-5.89871804e-16,2.00000000e-09,8.05484585e-19,2.00000000e-09,3.02960929e-16,2.00000000e-09,4.53283067e-16,2.00000000e-09,8.04631589e-19,2.00000000e-09,6.26948794e-10,2.00000000e-09,5.72003560e-01,2.00000000e-09,4.70630671e-02,2.00000000e-09,3.04794695e-01,2.00000000e-09,3.04794694e-01,2.00000000e-09,1.59502659e+09,2.00000000e-09,3.61551860e+07,2.00000000e-09,5.75427658e+06,2.00000000e-09,2.17380266e+01,0.840,0.500,sky130
2.25000000e-09,4.88179147e-08,2.25000000e-09,2.24977057e-09,2.25000000e-09,1.21510039e-15,2.25000000e-09,-6.08012043e-16,2.25000000e-09,8.93028228e-19,2.25000000e-09,3.11201118e-16,2.25000000e-09,4.65614721e-16,2.25000000e-09,7.49991832e-19,2.25000000e-09,6.97641073e-10,2.25000000e-09,5.71976789e-01,2.25000000e-09,4.70824201e-02,2.25000000e-09,3.10138368e-01,2.25000000e-09,3.10138367e-01,2.25000000e-09,1.43340184e+09,2.25000000e-09,4.01760341e+07,2.25000000e-09,6.39421441e+06,2.25000000e-09,2.16990636e+01,0.840,0.500,sky130
2.50000000e-09,5.41499746e-08,2.50000000e-09,2.49968549e-09,2.50000000e-09,1.22668851e-15,2.50000000e-09,-6.24536965e-16,2.50000000e-09,9.71581247e-19,2.50000000e-09,3.18688589e-16,2.50000000e-09,4.76821022e-16,2.50000000e-09,7.01904144e-19,2.50000000e-09,7.67791726e-10,2.50000000e-09,5.71952791e-01,2.50000000e-09,4.71017437e-02,2.50000000e-09,3.14928659e-01,2.50000000e-09,3.14928658e-01,2.50000000e-09,1.30243654e+09,2.50000000e-09,4.41432148e+07,2.50000000e-09,7.02561085e+06,2.50000000e-09,2.16627151e+01,0.840,0.500,sky130
2.75000000e-09,5.94706378e-08,2.75000000e-09,2.74962994e-09,2.75000000e-09,1.23737721e-15,2.75000000e-09,-6.39723492e-16,2.75000000e-09,1.04286255e-18,2.75000000e-09,3.25554284e-16,2.75000000e-09,4.87097586e-16,2.75000000e-09,6.59000184e-19,2.75000000e-09,8.37455967e-10,2.75000000e-09,5.71931041e-01,2.75000000e-09,4.71210377e-02,2.75000000e-09,3.19270092e-01,2.75000000e-09,3.19270091e-01,2.75000000e-09,1.19409263e+09,2.75000000e-09,4.80618501e+07,2.75000000e-09,7.64928102e+06,2.75000000e-09,2.16285970e+01,0.840,0.500,sky130
3.00000000e-09,6.47804333e-08,3.00000000e-09,2.99959289e-09,3.00000000e-09,1.24730391e-15,3.00000000e-09,-6.53782132e-16,3.00000000e-09,1.10813935e-18,3.00000000e-09,3.31897404e-16,3.00000000e-09,4.96592640e-16,3.00000000e-09,6.20293703e-19,3.00000000e-09,9.06681755e-10,3.00000000e-09,5.71911152e-01,3.00000000e-09,4.71403028e-02,3.00000000e-09,3.23240262e-01,3.00000000e-09,3.23240261e-01,3.00000000e-09,1.10292282e+09,3.00000000e-09,5.19363668e+07,3.00000000e-09,8.26592950e+06,3.00000000e-09,2.15964085e+01,0.840,0.500,sky130
3.25000000e-09,7.00798387e-08,3.25000000e-09,3.24956551e-09,3.25000000e-09,1.25657600e-15,3.25000000e-09,-6.66876301e-16,3.25000000e-09,1.16837072e-18,3.25000000e-09,3.37794736e-16,3.25000000e-09,5.05420942e-16,3.25000000e-09,5.85052850e-19,3.25000000e-09,9.75508454e-10,3.25000000e-09,5.71892827e-01,3.25000000e-09,4.71595399e-02,3.25000000e-09,3.26898203e-01,3.25000000e-09,3.26898202e-01,3.25000000e-09,1.02510644e+09,3.25000000e-09,5.57704738e+07,3.25000000e-09,8.87614658e+06,3.25000000e-09,2.15659104e+01,0.840,0.500,sky130
