isweep,gm,i_id,id,i_cgg,cgg,i_cgs,cgs,i_cgd,cgd,i_cds,cds,i_css,css,i_cdd,cdd,i_gds,gds,i_vth,vth,i_vdsat,vdsat,i_vgs,vgs,i_vds,vds,i_rds,rds,i_wt,wt,i_ft,ft,i_kgm,kgm,W,L,pdk
1.00000000e-09,2.48793323e-08,1.00000000e-09,9.99597943e-10,1.00000000e-09,1.09831211e-15,1.00000000e-09,-5.00128203e-16,1.00000000e-09,9.07282527e-19,1.00000000e-09,2.63838642e-16,1.00000000e-09,3.94844477e-16,1.00000000e-09,-7.93559158e-20,1.00000000e-09,2.52074969e-10,1.00000000e-09,6.67136591e-01,1.00000000e-09,3.99715389e-02,1.00000000e-09,4.00769383e-01,1.00000000e-09,4.00769382e-01,1.00000000e-09,3.96707378e+09,1.00000000e-09,2.26523336e+07,1.00000000e-09,3.60523086e+06,1.00000000e-09,2.48893392e+01,0.840,0.500,sky130
1.25000000e-09,3.10038418e-08,1.25000000e-09,1.25001390e-09,1.25000000e-09,1.11921020e-15,1.25000000e-09,-5.30001351e-16,1.25000000e-09,9.88899341e-19,1.25000000e-09,2.77803205e-16,1.25000000e-09,4.15763054e-16,1.25000000e-09,-1.15349906e-19,1.25000000e-09,3.11684613e-10,1.25000000e-09,6.67104083e-01,1.25000000e-09,3.99961244e-02,1.25000000e-09,4.09676937e-01,1.25000000e-09,4.09676937e-01,1.25000000e-09,3.20837140e+09,1.25000000e-09,2.77015362e+07,1.25000000e-09,4.40883641e+06,1.25000000e-09,2.48027975e+01,0.840,0.500,sky130
1.50000000e-09,3.71086237e-08,1.50000000e-09,1.50078571e-09,1.50000000e-09,1.13701977e-15,1.50000000e-09,-5.55286656e-16,1.50000000e-09,1.05774930e-18,1.50000000e-09,2.89567626e-16,1.50000000e-09,4.33386620e-16,1.50000000e-09,-1.45298424e-19,1.50000000e-09,3.70816516e-10,1.50000000e-09,6.67077406e-01,1.50000000e-09,4.00206838e-02,1.50000000e-09,4.16986469e-01,1.50000000e-09,4.16986469e-01,1.50000000e-09,2.69675151e+09,1.50000000e-09,3.26367446e+07,1.50000000e-09,5.19429923e+06,1.50000000e-09,2.47261307e+01,0.840,0.500,sky130
1.75000000e-09,4.31573612e-08,1.75000000e-09,1.75028360e-09,1.75000000e-09,1.15249388e-15,1.75000000e-09,-5.77140573e-16,1.75000000e-09,1.11711125e-18,1.75000000e-09,2.99697107e-16,1.75000000e-09,4.48561497e-16,1.75000000e-09,-1.70845385e-19,1.75000000e-09,4.29185963e-10,1.75000000e-09,6.67054900e-01,1.75000000e-09,4.00450635e-02,1.75000000e-09,4.23153276e-01,1.75000000e-09,4.23153275e-01,1.75000000e-09,2.32999233e+09,1.75000000e-09,3.74469332e+07,1.75000000e-09,5.95986452e+06,1.75000000e-09,2.46573533e+01,0.840,0.500,sky130
2.00000000e-09,4.91880622e-08,2.00000000e-09,1.99996697e-09,2.00000000e-09,1.16627174e-15,2.00000000e-09,-5.96516254e-16,2.00000000e-09,1.16964414e-18,2.00000000e-09,3.08649636e-16,2.00000000e-09,4.61973572e-16,2.00000000e-09,-1.93258722e-19,2.00000000e-09,4.87204723e-10,2.00000000e-09,6.67035332e-01,2.00000000e-09,4.00694105e-02,2.00000000e-09,4.28515154e-01,2.00000000e-09,4.28515153e-01,2.00000000e-09,2.05252526e+09,2.00000000e-09,4.21754728e+07,2.00000000e-09,6.71243497e+06,2.00000000e-09,2.45944372e+01,0.840,0.500,sky130
2.25000000e-09,5.52023859e-08,2.25000000e-09,2.24982484e-09,2.25000000e-09,1.17870846e-15,2.25000000e-09,-6.13943908e-16,2.25000000e-09,1.21682591e-18,2.25000000e-09,3.16680366e-16,2.25000000e-09,4.74004961e-16,2.25000000e-09,-2.13243801e-19,2.25000000e-09,5.44919147e-10,2.25000000e-09,6.67018014e-01,2.25000000e-09,4.00937267e-02,2.25000000e-09,4.33260376e-01,2.25000000e-09,4.33260376e-01,2.25000000e-09,1.83513464e+09,2.25000000e-09,4.68329429e+07,2.25000000e-09,7.45369436e+06,2.25000000e-09,2.45363038e+01,0.840,0.500,sky130
2.50000000e-09,6.11991539e-08,2.50000000e-09,2.49974188e-09,2.50000000e-09,1.19005104e-15,2.50000000e-09,-6.29790322e-16,2.50000000e-09,1.25967523e-18,2.50000000e-09,3.23965271e-16,2.50000000e-09,4.84919209e-16,2.50000000e-09,-2.31281645e-19,2.50000000e-09,6.02340437e-10,2.50000000e-09,6.67002483e-01,2.50000000e-09,4.01180031e-02,2.50000000e-09,4.37516171e-01,2.50000000e-09,4.37516170e-01,2.50000000e-09,1.66019071e+09,2.50000000e-09,5.14256547e+07,2.50000000e-09,8.18464714e+06,2.50000000e-09,2.44821893e+01,0.840,0.500,sky130
2.75000000e-09,6.71789806e-08,2.75000000e-09,2.74968701e-09,2.75000000e-09,1.20048492e-15,2.75000000e-09,-6.44328992e-16,2.75000000e-09,1.29894885e-18,2.75000000e-09,3.30635055e-16,2.75000000e-09,4.94912069e-16,2.75000000e-09,-2.47725264e-19,2.75000000e-09,6.59491718e-10,2.75000000e-09,6.66988400e-01,2.75000000e-09,4.01422385e-02,2.75000000e-09,4.41374865e-01,2.75000000e-09,4.41374864e-01,2.75000000e-09,1.51631927e+09,2.75000000e-09,5.59598704e+07,2.75000000e-09,8.90628998e+06,2.75000000e-09,2.44315009e+01,0.840,0.500,sky130
3.00000000e-09,7.31427884e-08,3.00000000e-09,2.99965000e-09,3.00000000e-09,1.21015157e-15,3.00000000e-09,-6.57767531e-16,3.00000000e-09,1.33521957e-18,3.00000000e-09,3.36788632e-16,3.00000000e-09,5.04131688e-16,3.00000000e-09,-2.62839338e-19,3.00000000e-09,7.16395304e-10,3.00000000e-09,6.66975517e-01,3.00000000e-09,4.01664336e-02,3.00000000e-09,4.44905041e-01,3.00000000e-09,4.44905040e-01,3.00000000e-09,1.39587738e+09,3.00000000e-09,6.04410143e+07,3.00000000e-09,9.61948619e+06,3.00000000e-09,2.43837743e+01,0.840,0.500,sky130
3.25000000e-09,7.90914482e-08,3.25000000e-09,3.24962482e-09,3.25000000e-09,1.21916117e-15,3.25000000e-09,-6.70266931e-16,3.25000000e-09,1.36893055e-18,3.25000000e-09,3.42502504e-16,3.25000000e-09,5.12692651e-16,3.25000000e-09,-2.76827005e-19,3.25000000e-09,7.73070291e-10,3.25000000e-09,6.66963642e-01,3.25000000e-09,4.01905889e-02,3.25000000e-09,4.48158905e-01,3.25000000e-09,4.48158904e-01,3.25000000e-09,1.29354344e+09,3.25000000e-09,6.48736609e+07,3.25000000e-09,1.03249638e+07,3.25000000e-09,2.43386398e+01,0.840,0.500,sky130
