isweep,gm,i_id,id,i_cgg,cgg,i_cgs,cgs,i_cgd,cgd,i_cds,cds,i_css,css,i_cdd,cdd,i_gds,gds,i_vth,vth,i_vdsat,vdsat,i_vgs,vgs,i_vds,vds,i_rds,rds,i_wt,wt,i_ft,ft,i_kgm,kgm,W,L,pdk
3.00000000e-06,4.06428819e-05,3.00000000e-06,3.00003090e-06,3.00000000e-06,2.18215786e-15,3.00000000e-06,-1.91736925e-15,3.00000000e-06,5.50930955e-18,3.00000000e-06,8.73601072e-16,3.00000000e-06,1.30882087e-15,3.00000000e-06,-1.74251167e-18,3.00000000e-06,4.13850638e-07,3.00000000e-06,6.39861135e-01,3.00000000e-06,1.17364701e-01,3.00000000e-06,7.44527484e-01,3.00000000e-06,7.44526448e-01,3.00000000e-06,2.41633069e+06,3.00000000e-06,1.86250878e+10,3.00000000e-06,2.96427479e+09,3.00000000e-06,1.35474877e+01,0.840,0.500,sky130
3.25000000e-06,4.28875960e-05,3.25000000e-06,3.25002223e-06,3.25000000e-06,2.19219256e-15,3.25000000e-06,-1.93045619e-15,3.25000000e-06,5.54869521e-18,3.25000000e-06,8.78802396e-16,3.25000000e-06,1.31662839e-15,3.25000000e-06,-1.75477712e-18,3.25000000e-06,4.40760823e-07,3.25000000e-06,6.39835879e-01,3.25000000e-06,1.21007508e-01,3.25000000e-06,7.50452793e-01,3.25000000e-06,7.50451671e-01,3.25000000e-06,2.26880418e+06,3.25000000e-06,1.95637906e+10,3.25000000e-06,3.11367397e+09,3.25000000e-06,1.31960931e+01,0.840,0.500,sky130
3.50000000e-06,4.50385943e-05,3.50000000e-06,3.50001635e-06,3.50000000e-06,2.20145847e-15,3.50000000e-06,-1.94255154e-15,3.50000000e-06,5.58502250e-18,3.50000000e-06,8.83594917e-16,3.50000000e-06,1.32382269e-15,3.50000000e-06,-1.76602766e-18,3.50000000e-06,4.67117585e-07,3.50000000e-06,6.39811889e-01,3.50000000e-06,1.24505337e-01,3.50000000e-06,7.56081327e-01,3.50000000e-06,7.56080119e-01,3.50000000e-06,2.14078860e+06,3.50000000e-06,2.04585255e+10,3.50000000e-06,3.25607546e+09,3.50000000e-06,1.28681097e+01,0.840,0.500,sky130
3.75000000e-06,4.71036787e-05,3.75000000e-06,3.75001224e-06,3.75000000e-06,2.21006237e-15,3.75000000e-06,-1.95379325e-15,3.75000000e-06,5.61871948e-18,3.75000000e-06,8.88035939e-16,3.75000000e-06,1.33048971e-15,3.75000000e-06,-1.77640922e-18,3.75000000e-06,4.92966995e-07,3.75000000e-06,6.39789000e-01,3.75000000e-06,1.27872989e-01,3.75000000e-06,7.61451798e-01,3.75000000e-06,7.61450504e-01,3.75000000e-06,2.02853337e+06,3.75000000e-06,2.13132803e+10,3.75000000e-06,3.39211391e+09,3.75000000e-06,1.25609400e+01,0.840,0.500,sky130
4.00000000e-06,4.90896819e-05,4.00000000e-06,4.00000929e-06,4.00000000e-06,2.21809007e-15,4.00000000e-06,-1.96429216e-15,4.00000000e-06,5.65012995e-18,4.00000000e-06,8.92171472e-16,4.00000000e-06,1.33669845e-15,4.00000000e-06,-1.78603864e-18,4.00000000e-06,5.18348938e-07,4.00000000e-06,6.39767078e-01,4.00000000e-06,1.31122915e-01,4.00000000e-06,7.66595603e-01,4.00000000e-06,7.66594222e-01,4.00000000e-06,1.92920237e+06,4.00000000e-06,2.21315097e+10,4.00000000e-06,3.52233917e+09,4.00000000e-06,1.22723920e+01,0.840,0.500,sky130
4.25000000e-06,5.10026292e-05,4.25000000e-06,4.25000714e-06,4.25000000e-06,2.22561159e-15,4.25000000e-06,-1.97413872e-15,4.25000000e-06,5.67953423e-18,4.25000000e-06,8.96039013e-16,4.25000000e-06,1.34250516e-15,4.25000000e-06,-1.79501092e-18,4.25000000e-06,5.43298234e-07,4.25000000e-06,6.39746013e-01,4.25000000e-06,1.34265709e-01,4.25000000e-06,7.71538570e-01,4.25000000e-06,7.71537102e-01,4.25000000e-06,1.84060970e+06,4.25000000e-06,2.29162309e+10,4.25000000e-06,3.64723143e+09,4.25000000e-06,1.20005985e+01,0.840,0.500,sky130
4.50000000e-06,5.28478669e-05,4.50000000e-06,4.50000553e-06,4.50000000e-06,2.23268484e-15,4.50000000e-06,-1.98340769e-15,4.50000000e-06,5.70716384e-18,4.50000000e-06,8.99669526e-16,4.50000000e-06,1.34795628e-15,4.50000000e-06,-1.80340429e-18,4.50000000e-06,5.67845506e-07,4.50000000e-06,6.39725713e-01,4.50000000e-06,1.37310470e-01,4.50000000e-06,7.76302211e-01,4.50000000e-06,7.76300658e-01,4.50000000e-06,1.76104238e+06,4.50000000e-06,2.36700971e+10,4.50000000e-06,3.76721296e+09,4.50000000e-06,1.17439560e+01,0.840,0.500,sky130
4.75000000e-06,5.46301656e-05,4.75000000e-06,4.75000432e-06,4.75000000e-06,2.23935823e-15,4.75000000e-06,-1.99216157e-15,4.75000000e-06,5.73321227e-18,4.75000000e-06,9.03088877e-16,4.75000000e-06,1.35309062e-15,4.75000000e-06,-1.81128396e-18,4.75000000e-06,5.92017861e-07,4.75000000e-06,6.39706100e-01,4.75000000e-06,1.40265086e-01,4.75000000e-06,7.80904647e-01,4.75000000e-06,7.80903007e-01,4.75000000e-06,1.68913823e+06,4.75000000e-06,2.43954562e+10,4.75000000e-06,3.88265744e+09,4.75000000e-06,1.15010770e+01,0.840,0.500,sky130
5.00000000e-06,5.63538029e-05,5.00000000e-06,5.00000338e-06,5.00000000e-06,2.24567267e-15,5.00000000e-06,-2.00045314e-15,5.00000000e-06,5.75784285e-18,5.00000000e-06,9.06318898e-16,5.00000000e-06,1.35794090e-15,5.00000000e-06,-1.81870485e-18,5.00000000e-06,6.15839438e-07,5.00000000e-06,6.39687110e-01,5.00000000e-06,1.43136442e-01,5.00000000e-06,7.85361285e-01,5.00000000e-06,7.85359559e-01,5.00000000e-06,1.62379987e+06,5.00000000e-06,2.50943976e+10,5.00000000e-06,3.99389742e+09,5.00000000e-06,1.12707530e+01,0.840,0.500,sky130
5.25000000e-06,5.80226322e-05,5.25000000e-06,5.25000264e-06,5.25000000e-06,2.25166304e-15,5.25000000e-06,-2.00832742e-15,5.25000000e-06,5.78119476e-18,5.25000000e-06,9.09378183e-16,5.25000000e-06,1.36253504e-15,5.25000000e-06,-1.82571362e-18,5.25000000e-06,6.39331847e-07,5.25000000e-06,6.39668685e-01,5.25000000e-06,1.45930597e-01,5.25000000e-06,7.89685346e-01,5.25000000e-06,7.89683533e-01,5.25000000e-06,1.56413294e+06,5.25000000e-06,2.57687901e+10,5.25000000e-06,4.10123033e+09,5.25000000e-06,1.10519244e+01,0.840,0.500,sky130
