 isweep, gm, i_id, id, i_cgg, cgg, i_cgs, cgs, i_cgd, cgd, i_cds, cds, i_css, css, i_cdd, cdd, i_gds, gds, i_vth, vth, i_vdsat, vdsat, i_vgs, vgs, i_vds, vds, i_rds, rds, i_wt, wt, i_ft, ft, i_gm_id, gm_id, W, L, pdk
 1.00000000e-09, 3.04440278e-08, 1.00000000e-09, 9.99612349e-10, 1.00000000e-09, 2.48123689e-15, 1.00000000e-09 -1.15541710e-15, 1.00000000e-09 -1.17007554e-18, 1.00000000e-09, 6.31972378e-16, 1.00000000e-09, 9.45501358e-16, 1.00000000e-09, 1.30066244e-18, 1.00000000e-09, 3.00123172e-10, 1.00000000e-09, 6.38084026e-01, 1.00000000e-09, 4.10900293e-02, 1.00000000e-09, 3.97168575e-01, 1.00000000e-09, 3.97168574e-01, 1.00000000e-09, 3.33196532e+09, 1.00000000e-09, 1.22696982e+07, 1.00000000e-09, 1.95278311e+06, 1.00000000e-09, 3.04558340e+01 , 1,1.000, SKY130
 1.50000000e-09, 4.52443701e-08, 1.50000000e-09, 1.50537827e-09, 1.50000000e-09, 2.58462451e-15, 1.50000000e-09 -1.29424657e-15, 1.50000000e-09 -1.21378137e-18, 1.50000000e-09, 6.98667448e-16, 1.50000000e-09, 1.04537414e-15, 1.50000000e-09, 1.34990912e-18, 1.50000000e-09, 4.46249655e-10, 1.50000000e-09, 6.38084016e-01, 1.50000000e-09, 4.11520334e-02, 1.50000000e-09, 4.10566801e-01, 1.50000000e-09, 4.10566801e-01, 1.50000000e-09, 2.24089809e+09, 1.50000000e-09, 1.75052004e+07, 1.50000000e-09, 2.78603918e+06, 1.50000000e-09, 3.00551502e+01 , 1,1.000, SKY130
 2.00000000e-09, 5.98447923e-08, 2.00000000e-09, 2.01288101e-09, 2.00000000e-09, 2.66353018e-15, 2.00000000e-09 -1.39935259e-15, 2.00000000e-09 -1.24761165e-18, 2.00000000e-09, 7.48764172e-16, 2.00000000e-09, 1.12039649e-15, 2.00000000e-09, 1.38799470e-18, 2.00000000e-09, 5.91296650e-10, 2.00000000e-09, 6.38084008e-01, 2.00000000e-09, 4.12138689e-02, 2.00000000e-09, 4.20189725e-01, 2.00000000e-09, 4.20189725e-01, 2.00000000e-09, 1.69119849e+09, 2.00000000e-09, 2.24682239e+07, 2.00000000e-09, 3.57592889e+06, 2.00000000e-09, 2.97309141e+01 , 1,1.000, SKY130
 2.50000000e-09, 7.38184285e-08, 2.50000000e-09, 2.50542393e-09, 2.50000000e-09, 2.72598904e-15, 2.50000000e-09 -1.48211489e-15, 2.50000000e-09 -1.27466909e-18, 2.50000000e-09, 7.87997461e-16, 2.50000000e-09, 1.17915296e-15, 2.50000000e-09, 1.41843985e-18, 2.50000000e-09, 7.30895876e-10, 2.50000000e-09, 6.38084003e-01, 2.50000000e-09, 4.12735702e-02, 2.50000000e-09, 4.27512595e-01, 2.50000000e-09, 4.27512594e-01, 2.50000000e-09, 1.36818394e+09, 2.50000000e-09, 2.70795031e+07, 2.50000000e-09, 4.30983677e+06, 2.50000000e-09, 2.94634483e+01 , 1,1.000, SKY130
 3.00000000e-09, 8.77252666e-08, 3.00000000e-09, 3.00148781e-09, 3.00000000e-09, 2.77945647e-15, 3.00000000e-09 -1.55269378e-15, 3.00000000e-09 -1.29802867e-18, 3.00000000e-09, 8.21318702e-16, 3.00000000e-09, 1.22905718e-15, 3.00000000e-09, 1.44471510e-18, 3.00000000e-09, 8.70521162e-10, 3.00000000e-09, 6.38083998e-01, 3.00000000e-09, 4.13334203e-02, 3.00000000e-09, 4.33607970e-01, 3.00000000e-09, 4.33607969e-01, 3.00000000e-09, 1.14873715e+09, 3.00000000e-09, 3.15620222e+07, 3.00000000e-09, 5.02325184e+06, 3.00000000e-09, 2.92272607e+01 , 1,1.000, SKY130
 3.50000000e-09, 1.01571166e-07, 3.50000000e-09, 3.50064801e-09, 3.50000000e-09, 2.82633697e-15, 3.50000000e-09 -1.61439272e-15, 3.50000000e-09 -1.31866414e-18, 3.50000000e-09, 8.50351231e-16, 3.50000000e-09, 1.27253958e-15, 3.50000000e-09, 1.46792035e-18, 3.50000000e-09, 1.01016194e-09, 3.50000000e-09, 6.38083994e-01, 3.50000000e-09, 4.13933844e-02, 3.50000000e-09, 4.38838641e-01, 3.50000000e-09, 4.38838640e-01, 3.50000000e-09, 9.89940284e+08, 3.50000000e-09, 3.59373872e+07, 3.50000000e-09, 5.71961281e+06, 3.50000000e-09, 2.90149612e+01 , 1,1.000, SKY130
 4.00000000e-09, 1.15297854e-07, 4.00000000e-09, 4.00027151e-09, 4.00000000e-09, 2.86798087e-15, 4.00000000e-09 -1.66906615e-15, 4.00000000e-09 -1.33711899e-18, 4.00000000e-09, 8.76006728e-16, 4.00000000e-09, 1.31096508e-15, 4.00000000e-09, 1.48866936e-18, 4.00000000e-09, 1.14916420e-09, 4.00000000e-09, 6.38083991e-01, 4.00000000e-09, 4.14531596e-02, 4.00000000e-09, 4.43406493e-01, 4.00000000e-09, 4.43406492e-01, 4.00000000e-09, 8.70197659e+08, 4.00000000e-09, 4.02017515e+07, 4.00000000e-09, 6.39830747e+06, 4.00000000e-09, 2.88225071e+01 , 1,1.000, SKY130
 4.50000000e-09, 1.28908946e-07, 4.50000000e-09, 4.50002354e-09, 4.50000000e-09, 2.90547555e-15, 4.50000000e-09 -1.71819173e-15, 4.50000000e-09 -1.35383868e-18, 4.50000000e-09, 8.99004378e-16, 4.50000000e-09, 1.34541052e-15, 4.50000000e-09, 1.50746456e-18, 4.50000000e-09, 1.28750212e-09, 4.50000000e-09, 6.38083988e-01, 4.50000000e-09, 4.15127181e-02, 4.50000000e-09, 4.47462811e-01, 4.50000000e-09, 4.47462809e-01, 4.50000000e-09, 7.76697750e+08, 4.50000000e-09, 4.43675893e+07, 4.50000000e-09, 7.06132115e+06, 4.50000000e-09, 2.86462826e+01 , 1,1.000, SKY130
 5.00000000e-09, 1.42414200e-07, 5.00000000e-09, 4.99987335e-09, 5.00000000e-09, 2.93960937e-15, 5.00000000e-09 -1.76283587e-15, 5.00000000e-09 -1.36914796e-18, 5.00000000e-09, 9.19861025e-16, 5.00000000e-09, 1.37664980e-15, 5.00000000e-09, 1.52467205e-18, 5.00000000e-09, 1.42522005e-09, 5.00000000e-09, 6.38083985e-01, 5.00000000e-09, 4.15720662e-02, 5.00000000e-09, 4.51113658e-01, 5.00000000e-09, 4.51113657e-01, 5.00000000e-09, 7.01646035e+08, 5.00000000e-09, 4.84466412e+07, 5.00000000e-09, 7.71052242e+06, 5.00000000e-09, 2.84835615e+01 , 1,1.000, SKY130
 5.50000000e-09, 1.55821336e-07, 5.50000000e-09, 5.49977825e-09, 5.50000000e-09, 2.97095969e-15, 5.50000000e-09 -1.80377724e-15, 5.50000000e-09 -1.38328537e-18, 5.50000000e-09, 9.38952967e-16, 5.50000000e-09, 1.40524635e-15, 5.50000000e-09, 1.54056068e-18, 5.50000000e-09, 1.56234869e-09, 5.50000000e-09, 6.38083982e-01, 5.50000000e-09, 4.16312071e-02, 5.50000000e-09, 4.54434888e-01, 5.50000000e-09, 4.54434886e-01, 5.50000000e-09, 6.40061984e+08, 5.50000000e-09, 5.24481489e+07, 5.50000000e-09, 8.34738215e+06, 5.50000000e-09, 2.83322944e+01 , 1,1.000, SKY130
 6.00000000e-09, 1.69137298e-07, 6.00000000e-09, 5.99971531e-09, 6.00000000e-09, 2.99996445e-15, 6.00000000e-09 -1.84160478e-15, 6.00000000e-09 -1.39643238e-18, 6.00000000e-09, 9.56564074e-16, 6.00000000e-09, 1.43162527e-15, 6.00000000e-09, 1.55533486e-18, 6.00000000e-09, 1.69891667e-09, 6.00000000e-09, 6.38083980e-01, 6.00000000e-09, 4.16901451e-02, 6.00000000e-09, 4.57482812e-01, 6.00000000e-09, 4.57482810e-01, 6.00000000e-09, 5.88610387e+08, 6.00000000e-09, 5.63797675e+07, 6.00000000e-09, 8.97311869e+06, 6.00000000e-09, 2.81908872e+01 , 1,1.000, SKY130
 6.50000000e-09, 1.82368231e-07, 6.50000000e-09, 6.49967046e-09, 6.50000000e-09, 3.02696383e-15, 6.50000000e-09 -1.87677495e-15, 6.50000000e-09 -1.40873028e-18, 6.50000000e-09, 9.72913846e-16, 6.50000000e-09, 1.45611522e-15, 6.50000000e-09, 1.56915375e-18, 6.50000000e-09, 1.83494947e-09, 6.50000000e-09, 6.38083978e-01, 6.50000000e-09, 4.17488847e-02, 6.50000000e-09, 4.60300370e-01, 6.50000000e-09, 4.60300368e-01, 6.50000000e-09, 5.44974135e+08, 6.50000000e-09, 6.02479055e+07, 6.50000000e-09, 9.58875197e+06, 6.50000000e-09, 2.80580734e+01 , 1,1.000, SKY130
